X,Y,Z
 75,-41, 27
 76,-41, 25
 76,-41, 23
 77,-41, 21
 78,-41, 19
 78,-41, 18
 79,-41, 16
 80,-41, 14
 80,-41, 12
 81,-41, 10
 82,-41,  8
 82,-41,  6
 83,-41,  4
 84,-41,  3
 85,-41,  1
 85,-41,  0
 86,-41, -2
 87,-41, -4
 87,-41, -6
 88,-41, -8
 89,-41,-10
 89,-41,-12
 90,-41,-13
 91,-41,-15
 91,-41,-17
 92,-41,-19
 93,-41,-21
 93,-41,-23
 94,-41,-25
 95,-41,-27
 95,-41,-28
 96,-41,-30
 73,-42, 26
 94,-42,-31
 71,-42, 26
 93,-42,-32
 70,-43, 25
 91,-43,-32
 68,-44, 24
 89,-44,-33
 66,-44, 24
 87,-44,-34
 64,-45, 23
 85,-45,-34
 62,-46, 22
 84,-46,-35
 61,-46, 22
 82,-46,-36
 59,-47, 21
 80,-47,-36
 57,-47, 20
 78,-47,-37
 55,-48, 20
 76,-48,-37
 53,-49, 19
 75,-49,-38
 52,-49, 18
 73,-49,-39
 50,-50, 18
 71,-50,-39
 48,-50, 17
 69,-50,-40
 46,-51, 17
 67,-51,-41
 44,-52, 16
 66,-52,-41
 43,-52, 15
 64,-52,-42
 41,-53, 15
 62,-53,-43
 39,-53, 14
 60,-53,-43
 37,-54, 13
 59,-54,-44
 36,-55, 13
 57,-55,-45
 34,-55, 12
 55,-55,-45
 32,-56, 11
 53,-56,-46
 30,-56, 11
 51,-56,-47
 28,-57, 10
 50,-57,-47
 27,-58,  9
 48,-58,-48
 25,-58,  9
 46,-58,-49
 23,-59,  8
 44,-59,-49
 21,-59,  7
 42,-59,-50
 19,-60,  7
 20,-60,  5
 21,-60,  3
 21,-60,  1
 22,-60,  0
 23,-60, -2
 23,-60, -4
 24,-60, -5
 25,-60, -7
 26,-60, -9
 26,-60,-11
 27,-60,-13
 28,-60,-15
 28,-60,-17
 29,-60,-19
 30,-60,-20
 30,-60,-22
 31,-60,-24
 32,-60,-26
 32,-60,-28
 33,-60,-30
 34,-60,-32
 34,-60,-34
 35,-60,-35
 36,-60,-37
 36,-60,-39
 37,-60,-41
 38,-60,-43
 39,-60,-45
 39,-60,-47
 40,-60,-49
 41,-60,-51
 74,-39, 27
 96,-39,-31
 19,-58,  7
 40,-58,-51
 74,-37, 27
 95,-37,-31
 18,-56,  6
 39,-56,-51
 73,-36, 26
 94,-36,-31
 18,-54,  6
 39,-54,-51
 73,-34, 26
 94,-34,-31
 17,-52,  6
 38,-52,-51
 72,-32, 26
 93,-32,-31
 17,-50,  6
 38,-50,-52
 72,-30, 26
 93,-30,-32
 16,-48,  6
 37,-48,-52
 71,-28, 26
 92,-28,-32
 15,-47,  5
 37,-47,-52
 70,-26, 25
 92,-26,-32
 15,-45,  5
 36,-45,-52
 70,-24, 25
 91,-24,-32
 14,-43,  5
 35,-43,-52
 69,-22, 25
 90,-22,-32
 14,-41,  5
 35,-41,-53
 69,-20, 25
 90,-20,-33
 13,-39,  4
 34,-39,-53
 68,-18, 24
 89,-18,-33
 13,-37,  4
 34,-37,-53
 68,-16, 24
 89,-16,-33
 12,-35,  4
 33,-35,-53
 67,-15, 24
 88,-15,-33
 11,-33,  4
 33,-33,-53
 66,-13, 24
 88,-13,-33
 11,-31,  4
 32,-31,-54
 66,-11, 24
 87,-11,-34
 10,-29,  3
 32,-29,-54
 65, -9, 23
 87, -9,-34
 10,-28,  3
 31,-28,-54
 65, -7, 23
 86, -7,-34
  9,-26,  3
 30,-26,-54
 64, -5, 23
 85, -5,-34
  9,-24,  3
 30,-24,-54
 64, -3, 23
 85, -3,-34
  8,-22,  3
 29,-22,-55
 63, -1, 23
 84, -1,-35
  8,-20,  2
 29,-20,-55
 63,  0, 22
 84,  0,-35
  7,-18,  2
 28,-18,-55
 62,  2, 22
 83,  2,-35
  6,-16,  2
 28,-16,-55
 61,  3, 22
 83,  3,-35
  6,-14,  2
 27,-14,-55
 61,  5, 22
 82,  5,-35
  5,-12,  2
 26,-12,-56
 60,  7, 22
 81,  7,-36
  5,-10,  1
 26,-10,-56
 60,  9, 21
 81,  9,-36
  4, -8,  1
 25, -8,-56
 59, 11, 21
 80, 11,-36
  4, -7,  1
 25, -7,-56
 59, 13, 21
 80, 13,-36
  3, -5,  1
 24, -5,-56
 58, 15, 21
 79, 15,-36
  2, -3,  1
 24, -3,-57
 57, 17, 21
 58, 17, 19
 59, 17, 17
 59, 17, 15
 60, 17, 13
 61, 17, 11
 62, 17,  9
 62, 17,  7
 63, 17,  6
 64, 17,  4
 64, 17,  2
 65, 17,  0
 66, 17, -1
 66, 17, -3
 67, 17, -5
 68, 17, -7
 68, 17, -8
 69, 17,-10
 70, 17,-12
 70, 17,-14
 71, 17,-16
 72, 17,-18
 72, 17,-20
 73, 17,-22
 74, 17,-24
 75, 17,-25
 75, 17,-27
 76, 17,-29
 77, 17,-31
 77, 17,-33
 78, 17,-35
 79, 17,-37
 56, 16, 20
 77, 16,-37
 54, 16, 19
 75, 16,-38
 52, 15, 19
 73, 15,-39
 50, 14, 18
 71, 14,-39
 48, 14, 17
 70, 14,-40
 47, 13, 17
 68, 13,-41
 45, 13, 16
 66, 13,-41
 43, 12, 15
 64, 12,-42
 41, 11, 15
 62, 11,-43
 39, 11, 14
 61, 11,-43
 38, 10, 13
 59, 10,-44
 36, 10, 13
 57, 10,-45
 34,  9, 12
 55,  9,-45
 32,  8, 11
 54,  8,-46
 31,  8, 11
 52,  8,-46
 29,  7, 10
 50,  7,-47
 27,  7,  9
 48,  7,-48
 25,  6,  9
 46,  6,-48
 23,  5,  8
 45,  5,-49
 22,  5,  8
 43,  5,-50
 20,  4,  7
 41,  4,-50
 18,  4,  6
 39,  4,-51
 16,  3,  6
 37,  3,-52
 14,  2,  5
 36,  2,-52
 13,  2,  4
 34,  2,-53
 11,  1,  4
 32,  1,-54
  9,  1,  3
 30,  1,-54
  7,  0,  2
 28,  0,-55
  5,  0,  2
 27,  0,-56
  4,  0,  1
 25,  0,-56
  2, -1,  0
  3, -1, -1
  3, -1, -2
  4, -1, -4
  5, -1, -6
  5, -1, -8
  6, -1,-10
  7, -1,-12
  7, -1,-14
  8, -1,-16
  9, -1,-17
  9, -1,-19
 10, -1,-21
 11, -1,-23
 11, -1,-25
 12, -1,-27
 13, -1,-29
 13, -1,-31
 14, -1,-32
 15, -1,-34
 16, -1,-36
 16, -1,-38
 17, -1,-40
 18, -1,-42
 18, -1,-44
 19, -1,-46
 20, -1,-48
 20, -1,-49
 21, -1,-51
 22, -1,-53
 22, -1,-55
 23, -1,-57
 -3,-61, 66
 -3,-61, 64
 -2,-61, 62
 -1,-61, 61
 -1,-61, 59
  0,-61, 57
  0,-61, 55
  0,-61, 53
  1,-61, 51
  2,-61, 49
  3,-61, 47
  3,-61, 46
  4,-61, 44
  5,-61, 42
  5,-61, 40
  6,-61, 38
  7,-61, 36
  7,-61, 34
  8,-61, 32
  9,-61, 31
  9,-61, 29
 10,-61, 27
 11,-61, 25
 11,-61, 23
 12,-61, 21
 13,-61, 19
 13,-61, 17
 14,-61, 15
 15,-61, 14
 16,-61, 12
 16,-61, 10
 17,-61,  8
 -5,-61, 66
 15,-61,  7
 -7,-62, 65
 13,-62,  7
 -9,-62, 64
 12,-62,  6
-10,-63, 64
