X,Y,Z
  0,  0,  0
-11, 35, 40
-11, 35, 40
-10, 35, 39
 -9, 35, 38
 -9, 35, 38
 -8, 36, 37
 -7, 36, 36
 -7, 36, 35
 -6, 36, 35
 -5, 36, 34
 -5, 36, 33
 -4, 37, 33
 -3, 37, 32
 -3, 37, 31
 -2, 37, 30
 -1, 37, 30
 -1, 37, 29
  0, 38, 28
  0, 38, 27
  0, 38, 27
  1, 38, 26
  2, 38, 25
  2, 38, 25
  3, 39, 24
  4, 39, 23
  4, 39, 22
  5, 39, 22
  6, 39, 21
  6, 39, 20
  7, 40, 19
  8, 40, 19
  8, 40, 18
  9, 40, 17
 10, 40, 17
 10, 40, 16
 11, 41, 15
 12, 41, 14
 12, 41, 14
 13, 41, 13
 14, 41, 12
 14, 41, 11
 15, 42, 11
 16, 42, 10
 16, 42,  9
 17, 42,  9
 18, 42,  8
 18, 42,  7
 19, 43,  6
 20, 43,  6
 20, 43,  5
 21, 43,  4
 22, 43,  3
 22, 43,  3
 23, 43,  2
 24, 44,  1
 24, 44,  1
 25, 44,  0
 26, 44,  0
 26, 44, -1
 27, 44, -1
 28, 45, -2
 28, 45, -3
 29, 45, -4
 30, 45, -4
-11, 34, 41
 30, 44, -4
-11, 33, 41
 30, 43, -4
-10, 32, 41
 31, 42, -4
-10, 31, 41
 31, 41, -4
-10, 30, 41
 31, 40, -4
 -9, 29, 41
 32, 40, -4
 -9, 28, 41
 32, 39, -3
 -9, 27, 41
 32, 38, -3
 -8, 27, 42
 33, 37, -3
 -8, 26, 42
 33, 36, -3
 -7, 25, 42
 34, 35, -3
 -7, 24, 42
 34, 34, -3
 -7, 23, 42
 34, 33, -3
 -6, 22, 42
 35, 32, -3
 -6, 21, 42
 35, 31, -2
 -6, 20, 42
 35, 30, -2
 -5, 19, 43
 36, 29, -2
 -5, 18, 43
 36, 28, -2
 -5, 17, 43
 36, 28, -2
 -4, 16, 43
 37, 27, -2
 -4, 15, 43
 37, 26, -2
 -4, 14, 43
 37, 25, -2
 -3, 14, 43
 38, 24, -1
 -3, 13, 43
 38, 23, -1
 -2, 12, 44
 39, 22, -1
 -2, 11, 44
 39, 21, -1
 -2, 10, 44
 39, 20, -1
 -1,  9, 44
 40, 19, -1
 -1,  8, 44
 40, 18, -1
 -1,  7, 44
 40, 17, -1
  0,  6, 44
 41, 16, -1
  0,  5, 44
 41, 16,  0
  0,  4, 45
 41, 15,  0
  0,  3, 45
 42, 14,  0
  0,  2, 45
 42, 13,  0
  0,  2, 45
 43, 12,  0
  1,  1, 45
 43, 11,  0
  1,  0, 45
 43, 10,  0
  2,  0, 45
 44,  9,  0
  2, -1, 45
 44,  8,  0
  2, -2, 45
 44,  7,  0
  3, -3, 46
 45,  6,  0
  3, -4, 46
 45,  5,  0
  3, -5, 46
 45,  4,  0
  4, -6, 46
 46,  3,  0
  4, -7, 46
 46,  3,  0
  4, -8, 46
 46,  2,  0
  5, -9, 46
 47,  1,  1
  5,-10, 46
 47,  0,  1
  5,-10, 47
 48,  0,  1
  6,-11, 47
 48, -1,  1
  6,-12, 47
 48, -2,  1
  7,-13, 47
 49, -3,  1
  7,-14, 47
 49, -4,  1
  7,-15, 47
 49, -5,  1
  8,-16, 47
 50, -6,  2
  8,-17, 47
 50, -7,  2
  8,-18, 48
 50, -8,  2
  9,-19, 48
 51, -8,  2
  9,-20, 48
 51, -9,  2
  9,-21, 48
 51,-10,  2
 10,-22, 48
 52,-11,  2
 10,-22, 48
 11,-22, 47
 11,-22, 47
 12,-22, 46
 13,-22, 45
 14,-22, 45
 14,-21, 44
