X,Y,Z
  0,  0,  0
 12, 49,-20
 11, 49,-21
 11, 48,-21
 10, 47,-22
 10, 46,-22
 10, 46,-23
  9, 45,-23
  9, 44,-24
  8, 43,-24
  8, 43,-25
  8, 42,-25
  7, 41,-26
  7, 40,-26
  6, 40,-27
  6, 39,-27
  6, 38,-28
  5, 37,-28
  5, 37,-29
  4, 36,-29
  4, 35,-30
  4, 34,-30
  3, 34,-31
  3, 33,-32
  2, 32,-32
  2, 31,-33
  2, 31,-33
  1, 30,-34
  1, 29,-34
  0, 28,-35
  0, 28,-35
  0, 27,-36
  0, 26,-36
  0, 25,-37
 -1, 25,-37
 -1, 24,-38
 -2, 23,-38
 -2, 22,-39
 -2, 22,-39
 -3, 21,-40
 -3, 20,-40
 -4, 19,-41
 -4, 19,-41
 -4, 18,-42
 -5, 17,-42
 -5, 16,-43
 -6, 16,-43
 -6, 15,-44
 -6, 14,-44
 -7, 13,-45
 -7, 12,-45
 -8, 12,-46
 -8, 11,-46
 -8, 10,-47
 -9,  9,-47
 -9,  9,-48
-10,  8,-49
-10,  7,-49
-10,  6,-50
-11,  6,-50
-11,  5,-51
-12,  4,-51
-12,  3,-52
-13,  3,-52
-13,  2,-53
 12, 49,-20
-12,  1,-52
 13, 48,-19
-12,  1,-52
 14, 48,-19
-11,  0,-51
 14, 47,-19
-10,  0,-51
 15, 46,-18
-10,  0,-51
 16, 46,-18
 -9, -1,-50
 16, 45,-17
 -8, -2,-50
 17, 44,-17
 -8, -2,-49
 18, 44,-17
 -7, -3,-49
 18, 43,-16
 -6, -3,-49
 19, 42,-16
 -6, -4,-48
 20, 42,-15
 -5, -5,-48
 20, 41,-15
 -4, -5,-47
 21, 41,-14
 -4, -6,-47
 22, 40,-14
 -3, -7,-47
 22, 39,-14
 -2, -7,-46
 23, 39,-13
 -2, -8,-46
 24, 38,-13
 -1, -8,-45
 24, 37,-12
  0, -9,-45
 25, 37,-12
  0,-10,-44
 26, 36,-12
  0,-10,-44
 26, 36,-11
  1,-11,-44
 27, 35,-11
  1,-12,-43
 28, 34,-10
  2,-12,-43
 28, 34,-10
  3,-13,-42
 29, 33,-10
  3,-14,-42
 29, 32, -9
  4,-14,-42
 30, 32, -9
  5,-15,-41
 31, 31, -8
  5,-15,-41
 31, 30, -8
  6,-16,-40
 32, 30, -8
  6,-17,-40
 33, 29, -7
  7,-17,-40
 33, 29, -7
