frame, x, y, z, rel_x, rel_y, rel_z, rel_xy_SQR, rel_xy_SQRT, rel_xyz_SQR, rel_xyz_SQRT, depthRatio, per_x, per_y, screen_x, screen_y
0,63,17,0,31,-15,64,1186,34.438350715445125,5282,72.6773692424265,2.1103614932939196,65,-31,98,2
0,63,18,0,31,-14,64,1157,34.0147027033899,5253,72.47758274114831,2.1307721949874696,66,-29,99,4
0,63,19,0,31,-13,64,1130,33.61547262794322,5226,72.29107828771127,2.1505298791372205,66,-27,99,6
0,63,20,0,31,-12,64,1105,33.24154027718932,5201,72.11795892841117,2.1695131551379774,67,-26,100,7
0,63,21,0,31,-11,64,1082,32.89376840679705,5178,71.95832127002409,2.187597370423356,67,-24,100,9
0,63,22,0,31,-10,64,1061,32.57299494980466,5157,71.81225522151495,2.204656198552771,68,-22,101,11
0,63,23,0,31,-9,64,1042,32.28002478313795,5138,71.6798437498297,2.2205634670786547,68,-19,101,14
0,63,24,0,31,-8,64,1025,32.01562118716424,5121,71.56116265125938,2.2351951952739184,69,-17,102,16
0,63,25,0,31,-7,64,1010,31.78049716414141,5106,71.45628033979938,2.2484317967317695,69,-15,102,18
0,63,26,0,31,-6,64,997,31.575306807693888,5093,71.36525765384722,2.2601603869913247,70,-13,103,20
0,63,27,0,31,-5,64,986,31.400636936215164,5082,71.28814768248647,2.2702771229544076,70,-11,103,22
0,63,28,0,31,-4,64,977,31.25699921617557,5073,71.22499561249548,2.278689490308986,70,-9,103,24
0,63,29,0,31,-3,64,970,31.144823004794873,5066,71.17583859709698,2.2853184487880753,70,-6,103,27
0,63,30,0,31,-2,64,965,31.064449134018133,5061,71.14070564732964,2.290100343978889,70,-4,103,29
0,34,31,0,2,-1,64,5,2.23606797749979,4101,64.03905058634146,28.639134065121453,57,-28,90,5
0,35,31,0,3,-1,64,10,3.1622776601683795,4106,64.07807737440318,20.263267258761605,60,-20,93,13
0,36,31,0,4,-1,64,17,4.123105625617661,4113,64.13267497929586,15.554458411355514,62,-15,95,18
0,37,31,0,5,-1,64,26,5.0990195135927845,4122,64.20280367709809,12.591205722188068,62,-12,95,21
0,38,31,0,6,-1,64,37,6.082762530298219,4133,64.28841264178172,10.568949933777844,63,-10,96,23
0,39,31,0,7,-1,64,50,7.0710678118654755,4146,64.389440128021,9.106041950265768,63,-9,96,24
0,40,31,0,8,-1,64,65,8.06225774829855,4161,64.50581369148055,8.00096148068372,64,-8,97,25
0,41,31,0,9,-1,64,82,9.055385138137417,4178,64.63745044476924,7.138012294203135,64,-7,97,26
0,42,31,0,10,-1,64,101,10.04987562112089,4197,64.78425734698207,6.446274540038189,64,-6,97,27
0,43,31,0,11,-1,64,122,11.045361017187261,4218,64.94613152451807,5.879946470147774,64,-5,97,28
0,45,31,0,13,-1,64,170,13.038404810405298,4266,65.31462317123173,5.009402923209394,65,-5,98,28
0,46,31,0,14,-1,64,197,14.035668847618199,4293,65.52098900352466,4.6681771787913995,65,-4,98,29
0,49,31,0,17,-1,64,290,17.029386365926403,4386,66.2268827591938,3.888976463162831,66,-3,99,30
0,53,31,0,21,-1,64,442,21.02379604162864,4538,67.36467917239716,3.2042110301588838,67,-3,100,30
0,55,31,0,23,-1,64,530,23.021728866442675,4626,68.01470429252781,2.9543699644412267,67,-2,100,31
0,56,31,0,24,-1,64,577,24.020824298928627,4673,68.3593446428504,2.845836753649597,68,-2,101,31
0,58,31,0,26,-1,64,677,26.019223662515376,4773,69.0869017976635,2.6552253323835187,69,-2,102,31
0,61,31,0,29,-1,64,842,29.017236257093817,4938,70.27090436304346,2.4216952896699246,70,-2,103,31
0,63,31,0,31,-1,64,962,31.016124838541646,5058,71.11961754677819,2.2929884992725666,71,-2,104,31
0,63,31,2,31,-1,66,962,31.016124838541646,5318,72.92461861401813,2.3511840693715427,72,-2,105,31
0,63,31,3,31,-1,67,962,31.016124838541646,5451,73.83088784512888,2.3804033621048695,73,-2,106,31
0,63,31,4,31,-1,68,962,31.016124838541646,5586,74.73954776421918,2.409699733712233,74,-2,107,31
0,63,31,5,31,-1,69,962,31.016124838541646,5723,75.65051222562872,2.439070406746072,75,-2,108,31
0,63,31,6,31,-1,70,962,31.016124838541646,5862,76.56369897020389,2.4685127290648294,76,-2,109,31
0,63,31,7,31,-1,71,962,31.016124838541646,6003,77.47902942086975,2.4980241672419305,77,-2,110,31
0,63,31,8,31,-1,72,962,31.016124838541646,6146,78.39642849007855,2.5276023003576706,78,-2,111,31
0,63,31,9,31,-1,73,962,31.016124838541646,6291,79.31582439841371,2.5572448141507764,79,-2,112,31
0,63,31,10,31,-1,74,962,31.016124838541646,6438,80.23714850367004,2.586949495507729,80,-2,113,31
0,63,31,11,31,-1,75,962,31.016124838541646,6587,81.16033513977132,2.616714227269257,81,-2,114,31
0,63,31,12,31,-1,76,962,31.016124838541646,6738,82.08532146492453,2.6465369833346375,82,-2,115,31
0,63,31,14,31,-1,78,962,31.016124838541646,7046,83.94045508573325,2.7063488918327447,83,-2,116,31
0,63,31,15,31,-1,79,962,31.016124838541646,7203,84.870489570875,2.73633440710853,84,-2,117,31
0,63,31,16,31,-1,80,962,31.016124838541646,7362,85.80209787645055,2.7663706643916415,85,-2,118,31
0,63,31,17,31,-1,81,962,31.016124838541646,7523,86.73522929006414,2.796456028648818,86,-2,119,31
0,63,31,18,31,-1,82,962,31.016124838541646,7686,87.66983517721475,2.8265889318408135,87,-2,120,31
0,63,31,19,31,-1,83,962,31.016124838541646,7851,88.60586888011426,2.856767869660162,88,-2,121,31
0,63,31,20,31,-1,84,962,31.016124838541646,8018,89.54328562209453,2.8869913984491427,89,-2,122,31
0,63,31,21,31,-1,85,962,31.016124838541646,8187,90.48204241726643,2.9172581322870643,90,-2,123,31
0,63,31,22,31,-1,86,962,31.016124838541646,8358,91.42209798511517,2.947566740236714,91,-2,124,31
0,63,31,23,31,-1,87,962,31.016124838541646,8531,92.36341266973628,2.977915943740415,92,-2,125,31
0,63,31,24,31,-1,88,962,31.016124838541646,8706,93.30594836343501,3.0083045141567784,93,-3,126,30
0,63,31,25,31,-1,89,962,31.016124838541646,8883,94.24966843443005,3.0387312704297713,94,-3,127,30
0,63,31,26,31,-1,90,962,31.016124838541646,9062,95.1945376584182,3.0691950768822793,95,-3,128,30
0,63,31,27,31,-1,91,962,31.016124838541646,9243,96.1405221537724,3.0996948411268015,96,-3,129,30
0,63,31,28,31,-1,92,962,31.016124838541646,9426,97.08758932015976,3.1302295120864216,97,-3,130,30
0,63,31,30,31,-1,94,962,31.016124838541646,9798,98.98484732523458,3.1913995652426825,98,-3,131,30
0,63,22,31,31,-10,95,1061,32.57299494980466,10086,100.42907945411031,3.0832006577495443,95,-30,128,3
0,63,23,31,31,-9,95,1042,32.28002478313795,10067,100.33444074693395,3.1082516640242934,96,-27,129,6
0,63,24,31,31,-8,95,1025,32.01562118716424,10050,100.2496882788171,3.131274189332593,97,-25,130,8
0,63,25,31,31,-7,95,1010,31.78049716414141,10035,100.174847142384,3.152085589630528,97,-22,130,11
0,63,26,31,31,-6,95,997,31.575306807693888,10022,100.10993956645864,3.1705135971019307,98,-19,131,14
0,63,27,31,31,-5,95,986,31.400636936215164,10011,100.05498488331304,3.1863998519060943,98,-15,131,18
0,63,28,31,31,-4,95,977,31.25699921617557,10002,100.00999950005,3.1996033531041776,99,-12,132,21
0,63,29,31,31,-3,95,970,31.144823004794873,9995,99.9749968742185,3.210003693353048,99,-9,132,24
0,63,30,31,31,-2,95,965,31.064449134018133,9990,99.9499874937461,3.2175039403577452,99,-6,132,27
0,35,31,31,3,-1,95,10,3.1622776601683795,9035,95.05261700763425,30.058276730378275,90,-30,123,3
0,36,31,31,4,-1,95,17,4.123105625617661,9042,95.08943158942533,23.062574724890897,92,-23,125,10
0,37,31,31,5,-1,95,26,5.0990195135927845,9051,95.1367436903324,18.657850482180006,93,-18,126,15
0,38,31,31,6,-1,95,37,6.082762530298219,9062,95.1945376584182,15.64988558804565,93,-15,126,18
0,39,31,31,7,-1,95,50,7.0710678118654755,9075,95.26279441628824,13.472193585307478,94,-13,127,20
0,40,31,31,8,-1,95,65,8.06225774829855,9090,95.34149149242423,11.825656592602115,94,-11,127,22
0,41,31,31,9,-1,95,82,9.055385138137417,9107,95.43060305792896,10.538547129930011,94,-10,127,23
0,42,31,31,10,-1,95,101,10.04987562112089,9126,95.53009996854395,9.505600225317934,95,-9,128,24
0,43,31,31,11,-1,95,122,11.045361017187261,9147,95.63994981178107,8.658834207678629,95,-8,128,25
0,44,31,31,12,-1,95,145,12.041594578792296,9170,95.7601169589929,7.952444863709827,95,-7,128,26
0,46,31,31,14,-1,95,197,14.035668847618199,9222,96.031244915392,6.841942906888128,95,-6,128,27
0,48,31,31,16,-1,95,257,16.0312195418814,9282,96.34313675607619,6.009719753658212,96,-6,129,27
0,49,31,31,17,-1,95,290,17.029386365926403,9315,96.51424765287247,5.667511769301623,96,-5,129,28
0,52,31,31,20,-1,95,401,20.024984394500787,9426,97.08758932015976,4.84832284547606,96,-4,129,29
0,53,31,31,21,-1,95,442,21.02379604162864,9467,97.29850975220535,4.6280181542642085,97,-4,130,29
0,61,31,31,29,-1,95,842,29.017236257093817,9867,99.3327740476425,3.4232334591602847,99,-3,132,30
0,31,34,0,-1,2,64,5,2.23606797749979,4101,64.03905058634146,28.639134065121453,-28,57,5,90
0,31,35,0,-1,3,64,10,3.1622776601683795,4106,64.07807737440318,20.263267258761605,-20,60,13,93
0,31,36,0,-1,4,64,17,4.123105625617661,4113,64.13267497929586,15.554458411355514,-15,62,18,95
0,31,37,0,-1,5,64,26,5.0990195135927845,4122,64.20280367709809,12.591205722188068,-12,62,21,95
0,31,38,0,-1,6,64,37,6.082762530298219,4133,64.28841264178172,10.568949933777844,-10,63,23,96
0,31,39,0,-1,7,64,50,7.0710678118654755,4146,64.389440128021,9.106041950265768,-9,63,24,96
0,31,40,0,-1,8,64,65,8.06225774829855,4161,64.50581369148055,8.00096148068372,-8,64,25,97
0,31,41,0,-1,9,64,82,9.055385138137417,4178,64.63745044476924,7.138012294203135,-7,64,26,97
0,31,42,0,-1,10,64,101,10.04987562112089,4197,64.78425734698207,6.446274540038189,-6,64,27,97
0,31,43,0,-1,11,64,122,11.045361017187261,4218,64.94613152451807,5.879946470147774,-5,64,28,97
0,31,45,0,-1,13,64,170,13.038404810405298,4266,65.31462317123173,5.009402923209394,-5,65,28,98
0,31,46,0,-1,14,64,197,14.035668847618199,4293,65.52098900352466,4.6681771787913995,-4,65,29,98
0,31,49,0,-1,17,64,290,17.029386365926403,4386,66.2268827591938,3.888976463162831,-3,66,30,99
0,31,53,0,-1,21,64,442,21.02379604162864,4538,67.36467917239716,3.2042110301588838,-3,67,30,100
0,31,55,0,-1,23,64,530,23.021728866442675,4626,68.01470429252781,2.9543699644412267,-2,67,31,100
0,31,56,0,-1,24,64,577,24.020824298928627,4673,68.3593446428504,2.845836753649597,-2,68,31,101
0,31,58,0,-1,26,64,677,26.019223662515376,4773,69.0869017976635,2.6552253323835187,-2,69,31,102
0,31,61,0,-1,29,64,842,29.017236257093817,4938,70.27090436304346,2.4216952896699246,-2,70,31,103
0,17,63,0,-15,31,64,1186,34.438350715445125,5282,72.6773692424265,2.1103614932939196,-31,65,2,98
0,18,63,0,-14,31,64,1157,34.0147027033899,5253,72.47758274114831,2.1307721949874696,-29,66,4,99
0,19,63,0,-13,31,64,1130,33.61547262794322,5226,72.29107828771127,2.1505298791372205,-27,66,6,99
0,20,63,0,-12,31,64,1105,33.24154027718932,5201,72.11795892841117,2.1695131551379774,-26,67,7,100
