X,Y,Z
 64,-46, 43
 65,-46, 41
 66,-46, 40
 67,-46, 38
 68,-46, 36
 69,-46, 35
 71,-46, 33
 72,-46, 31
 73,-46, 30
 74,-46, 28
 75,-46, 26
 76,-46, 25
 77,-46, 23
 78,-46, 21
 79,-46, 20
 81,-46, 18
 82,-46, 16
 83,-46, 15
 84,-46, 13
 85,-46, 11
 86,-46, 10
 87,-46,  8
 88,-46,  6
 90,-46,  5
 91,-46,  3
 92,-46,  1
 93,-46,  0
 94,-46, -1
 95,-46, -3
 96,-46, -4
 97,-46, -6
 98,-46, -8
 62,-47, 42
 97,-47, -9
 61,-47, 41
 95,-47,-10
 59,-48, 40
 94,-48,-11
 57,-48, 39
 92,-48,-12
 56,-49, 37
 90,-49,-13
 54,-49, 36
 89,-49,-14
 53,-50, 35
 87,-50,-15
 51,-50, 34
 86,-50,-16
 49,-50, 33
 84,-50,-17
 48,-51, 32
 82,-51,-18
 46,-51, 31
 81,-51,-19
 45,-52, 30
 79,-52,-21
 43,-52, 29
 78,-52,-22
 41,-53, 28
 76,-53,-23
 40,-53, 27
 74,-53,-24
 38,-54, 26
 73,-54,-25
 36,-54, 24
 71,-54,-26
 35,-55, 23
 70,-55,-27
 33,-55, 22
 68,-55,-28
 32,-56, 21
 66,-56,-29
 30,-56, 20
 65,-56,-30
 28,-57, 19
 63,-57,-31
 27,-57, 18
 61,-57,-32
 25,-58, 17
 60,-58,-34
 24,-58, 16
 58,-58,-35
 22,-59, 15
 57,-59,-36
 20,-59, 14
 55,-59,-37
 19,-60, 12
 53,-60,-38
 17,-60, 11
 52,-60,-39
 16,-61, 10
 50,-61,-40
 14,-61,  9
 15,-61,  8
 16,-61,  6
 17,-61,  4
 18,-61,  3
 20,-61,  1
 21,-61,  0
 22,-61, -1
 23,-61, -3
 24,-61, -5
 25,-61, -6
 26,-61, -8
 27,-61,-10
 28,-61,-11
 30,-61,-13
 31,-61,-15
 32,-61,-16
 33,-61,-18
 34,-61,-20
 35,-61,-21
 36,-61,-23
 37,-61,-25
 39,-61,-26
 40,-61,-28
 41,-61,-30
 42,-61,-31
 43,-61,-33
 44,-61,-35
 45,-61,-36
 46,-61,-38
 47,-61,-39
 49,-61,-41
 63,-44, 43
 98,-44, -8
 14,-59,  9
 48,-59,-41
 63,-42, 42
 98,-42, -8
 13,-57,  9
 48,-57,-42
 63,-40, 42
 97,-40, -8
 13,-55,  8
 47,-55,-42
 62,-38, 42
 97,-38, -9
 12,-53,  8
 47,-53,-42
 62,-36, 42
 96,-36, -9
 12,-51,  8
 47,-51,-43
 61,-34, 41
 96,-34, -9
 12,-49,  8
 46,-49,-43
 61,-33, 41
 96,-33, -9
 11,-48,  7
 46,-48,-43
 61,-31, 41
 95,-31,-10
 11,-46,  7
 45,-46,-43
 60,-29, 40
 95,-29,-10
 10,-44,  7
 45,-44,-44
 60,-27, 40
 94,-27,-10
 10,-42,  7
 45,-42,-44
 59,-25, 40
 94,-25,-10
 10,-40,  6
 44,-40,-44
 59,-23, 40
 94,-23,-11
  9,-38,  6
 44,-38,-44
 59,-21, 39
 93,-21,-11
  9,-36,  6
 43,-36,-45
 58,-19, 39
 93,-19,-11
  8,-34,  5
 43,-34,-45
 58,-17, 39
 92,-17,-12
  8,-32,  5
 43,-32,-45
 57,-15, 39
 92,-15,-12
  8,-30,  5
 42,-30,-45
 57,-13, 38
 92,-13,-12
  7,-28,  5
 42,-28,-46
 57,-11, 38
 91,-11,-12
  7,-26,  4
 41,-26,-46
 56, -9, 38
 91, -9,-13
  6,-24,  4
 41,-24,-46
 56, -7, 37
 90, -7,-13
  6,-22,  4
 41,-22,-47
 55, -5, 37
 90, -5,-13
  6,-20,  4
 40,-20,-47
 55, -3, 37
 90, -3,-13
  5,-18,  3
 40,-18,-47
 55, -1, 37
 89, -1,-14
  5,-16,  3
 39,-16,-47
 54,  0, 36
 89,  0,-14
  4,-15,  3
 39,-15,-48
 54,  1, 36
 88,  1,-14
  4,-13,  2
 39,-13,-48
 53,  3, 36
 88,  3,-15
  4,-11,  2
 38,-11,-48
 53,  5, 36
 88,  5,-15
  3, -9,  2
 38, -9,-48
 53,  7, 35
 87,  7,-15
  3, -7,  2
 37, -7,-49
 52,  9, 35
 87,  9,-15
  2, -5,  1
 37, -5,-49
 52, 11, 35
 86, 11,-16
  2, -3,  1
 37, -3,-49
 51, 13, 34
 53, 13, 33
 54, 13, 31
 55, 13, 30
 56, 13, 28
 57, 13, 26
 58, 13, 25
 59, 13, 23
 60, 13, 21
 61, 13, 20
 63, 13, 18
 64, 13, 16
 65, 13, 15
 66, 13, 13
 67, 13, 11
 68, 13, 10
 69, 13,  8
 70, 13,  6
 72, 13,  5
 73, 13,  3
 74, 13,  1
 75, 13,  0
 76, 13, -1
 77, 13, -3
 78, 13, -4
 79, 13, -6
 80, 13, -8
 82, 13, -9
 83, 13,-11
 84, 13,-13
 85, 13,-14
 86, 13,-16
 50, 13, 33
 84, 13,-17
 48, 12, 32
 83, 12,-18
 47, 12, 31
 81, 12,-19
 45, 11, 30
 80, 11,-20
 43, 11, 29
 78, 11,-21
 42, 10, 28
 76, 10,-22
 40, 10, 27
 75, 10,-24
 39,  9, 26
 73,  9,-25
 37,  9, 25
 72,  9,-26
 35,  8, 24
 70,  8,-27
 34,  8, 23
 68,  8,-28
 32,  7, 21
 67,  7,-29
 30,  7, 20
 65,  7,-30
