X,Y,Z
  0,  0,  0
-185,-184,  0
-62,-184,  0
-185,-62,  0
-62,-62,  0
-178,-177,  0
-60,-177,  0
-178,-59,  0
-60,-59,  0
-171,-171,  0
-58,-171,  0
-171,-57,  0
-58,-57,  0
-165,-165,  0
-56,-165,  0
-165,-55,  0
-56,-55,  0
-160,-160,  0
-54,-160,  0
-160,-53,  0
-54,-53,  0
-155,-154,  0
-52,-154,  0
-155,-52,  0
-52,-52,  0
-150,-150,  0
-50,-150,  0
-150,-50,  0
-50,-50,  0
-145,-145,  0
-49,-145,  0
-145,-48,  0
-49,-48,  0
-141,-141,  0
-47,-141,  0
-141,-47,  0
-47,-47,  0
-137,-137,  0
-46,-137,  0
-137,-46,  0
-46,-46,  0
-133,-133,  0
-45,-133,  0
-133,-44,  0
-45,-44,  0
-130,-129,  0
-43,-129,  0
-130,-43,  0
-43,-43,  0
-126,-126,  0
-42,-126,  0
-126,-42,  0
-42,-42,  0
-123,-123,  0
-41,-123,  0
-123,-41,  0
-41,-41,  0
-120,-120,  0
-40,-120,  0
-120,-40,  0
-40,-40,  0
-117,-117,  0
-39,-117,  0
-117,-39,  0
-39,-39,  0
-114,-114,  0
-38,-114,  0
-114,-38,  0
-38,-38,  0
-111,-111,  0
-37,-111,  0
-111,-37,  0
-37,-37,  0
-109,-109,  0
-36,-109,  0
-109,-36,  0
-36,-36,  0
-106,-106,  0
-36,-106,  0
-106,-35,  0
-36,-35,  0
-104,-104,  0
-35,-104,  0
-104,-35,  0
-35,-35,  0
-102,-102,  0
-34,-102,  0
-102,-34,  0
-34,-34,  0
-100,-100,  0
-33,-100,  0
-100,-33,  0
-33,-33,  0
-98,-97,  0
-33,-97,  0
-98,-32,  0
-33,-32,  0
-96,-96,  0
-32,-96,  0
-96,-32,  0
-32,-32,  0
-94,-94,  0
-31,-94,  0
-94,-31,  0
-31,-31,  0
-92,-92,  0
-91,-92,  0
-90,-92,  0
-89,-92,  0
-88,-92,  0
-87,-92,  0
-86,-92,  0
-85,-92,  0
-84,-92,  0
-83,-92,  0
-82,-92,  0
-81,-92,  0
-80,-92,  0
-79,-92,  0
-78,-92,  0
-77,-92,  0
-76,-92,  0
-75,-92,  0
-74,-92,  0
-73,-92,  0
-72,-92,  0
-71,-92,  0
-70,-92,  0
-69,-92,  0
-68,-92,  0
-67,-92,  0
-66,-92,  0
-65,-92,  0
-64,-92,  0
-63,-92,  0
-62,-92,  0
-61,-92,  0
-60,-92,  0
-59,-92,  0
-58,-92,  0
-57,-92,  0
-56,-92,  0
-55,-92,  0
-54,-92,  0
-53,-92,  0
-52,-92,  0
-51,-92,  0
-50,-92,  0
-49,-92,  0
-48,-92,  0
-47,-92,  0
-46,-92,  0
-45,-92,  0
-44,-92,  0
-43,-92,  0
-42,-92,  0
-41,-92,  0
-40,-92,  0
-39,-92,  0
-38,-92,  0
-37,-92,  0
-36,-92,  0
-35,-92,  0
-34,-92,  0
-33,-92,  0
-32,-92,  0
-31,-92,  0
-92,-91,  0
-31,-91,  0
-92,-90,  0
-31,-90,  0
-92,-89,  0
-31,-89,  0
-92,-88,  0
-31,-88,  0
-92,-87,  0
-31,-87,  0
-92,-86,  0
-31,-86,  0
-92,-85,  0
-31,-85,  0
-92,-84,  0
-31,-84,  0
-92,-83,  0
-31,-83,  0
-92,-82,  0
-31,-82,  0
-92,-81,  0
-31,-81,  0
-92,-80,  0
-31,-80,  0
-92,-79,  0
-31,-79,  0
-92,-78,  0
-31,-78,  0
-92,-77,  0
-31,-77,  0
-92,-76,  0
-31,-76,  0
-92,-75,  0
-31,-75,  0
-92,-74,  0
-31,-74,  0
-92,-73,  0
-31,-73,  0
-92,-72,  0
-31,-72,  0
-92,-71,  0
-31,-71,  0
-92,-70,  0
-31,-70,  0
-92,-69,  0
-31,-69,  0
-92,-68,  0
-31,-68,  0
-92,-67,  0
-31,-67,  0
-92,-66,  0
-31,-66,  0
-92,-65,  0
-31,-65,  0
-92,-64,  0
-31,-64,  0
-92,-63,  0
-31,-63,  0
-92,-62,  0
-31,-62,  0
-92,-61,  0
-31,-61,  0
-92,-60,  0
-31,-60,  0
-92,-59,  0
-31,-59,  0
-92,-58,  0
-31,-58,  0
-92,-57,  0
-31,-57,  0
-92,-56,  0
-31,-56,  0
-92,-55,  0
-31,-55,  0
-92,-54,  0
-31,-54,  0
-92,-53,  0
-31,-53,  0
-92,-52,  0
-31,-52,  0
-92,-51,  0
-31,-51,  0
-92,-50,  0
-31,-50,  0
-92,-49,  0
-31,-49,  0
-92,-48,  0
-31,-48,  0
-92,-47,  0
-31,-47,  0
-92,-46,  0
-31,-46,  0
-92,-45,  0
-31,-45,  0
-92,-44,  0
-31,-44,  0
-92,-43,  0
