X,Y,Z
  0,  0,  0
-29, -5,-46
-29, -6,-46
-28, -7,-45
-28, -8,-44
-28, -8,-43
-28, -9,-43
-28,-10,-42
-28,-10,-41
-27,-11,-41
-27,-12,-40
-27,-13,-39
-27,-13,-39
-27,-14,-38
-27,-15,-37
-27,-15,-37
-26,-16,-36
-26,-17,-35
-26,-18,-35
-26,-18,-34
-26,-19,-33
-26,-20,-33
-25,-21,-32
-25,-21,-31
-25,-22,-31
-25,-23,-30
-25,-23,-29
-25,-24,-29
-24,-25,-28
-24,-26,-27
-24,-26,-27
-24,-27,-26
-24,-28,-25
-24,-28,-25
-23,-29,-24
-23,-30,-23
-23,-31,-23
-23,-31,-22
-23,-32,-21
-23,-33,-21
-22,-33,-20
-22,-34,-19
-22,-35,-19
-22,-36,-18
-22,-36,-17
-22,-37,-16
-21,-38,-16
-21,-39,-15
-21,-39,-14
-21,-40,-14
-21,-41,-13
-21,-41,-12
-21,-42,-12
-20,-43,-11
-20,-44,-10
-20,-44,-10
-20,-45, -9
-20,-46, -8
-20,-46, -8
-19,-47, -7
-19,-48, -6
-19,-49, -6
-19,-49, -5
-19,-50, -4
-19,-51, -4
-28, -5,-46
-18,-51, -4
-27, -5,-46
-17,-50, -4
-26, -5,-46
-16,-50, -4
-25, -4,-46
-15,-50, -3
-24, -4,-46
-14,-49, -3
-23, -4,-46
-13,-49, -3
-22, -4,-46
-12,-49, -3
-21, -3,-46
-11,-49, -3
-20, -3,-46
-10,-48, -3
-19, -3,-46
 -9,-48, -3
-18, -3,-46
 -8,-48, -3
-17, -2,-46
 -7,-48, -3
-16, -2,-46
 -6,-47, -3
-15, -2,-46
 -5,-47, -3
-14, -1,-45
 -4,-47, -3
-13, -1,-45
 -3,-47, -3
-12, -1,-45
 -2,-46, -3
-11, -1,-45
 -1,-46, -3
-10,  0,-45
  0,-46, -3
-10,  0,-45
  0,-46, -3
 -9,  0,-45
  1,-45, -3
 -8,  0,-45
  2,-45, -3
 -7,  0,-45
  3,-45, -3
 -6,  0,-45
  4,-44, -3
 -5,  0,-45
  5,-44, -2
 -4,  0,-45
  6,-44, -2
 -3,  1,-45
  6,-44, -2
 -2,  1,-45
  7,-43, -2
 -1,  1,-45
  8,-43, -2
  0,  1,-45
  9,-43, -2
  0,  2,-45
 10,-43, -2
  1,  2,-45
 11,-42, -2
  2,  2,-45
 12,-42, -2
  3,  2,-45
 13,-42, -2
  4,  3,-45
 14,-42, -2
  5,  3,-44
 15,-41, -2
  6,  3,-44
 16,-41, -2
  7,  4,-44
 17,-41, -2
  8,  4,-44
 18,-41, -2
  9,  4,-44
 19,-40, -2
 10,  4,-44
 20,-40, -2
 11,  5,-44
 21,-40, -2
 12,  5,-44
 22,-40, -2
 13,  5,-44
 23,-39, -2
 14,  5,-44
 24,-39, -2
 15,  6,-44
 25,-39, -1
 16,  6,-44
 26,-38, -1
 16,  6,-44
 27,-38, -1
 17,  6,-44
 28,-38, -1
 18,  7,-44
 29,-38, -1
 19,  7,-44
 30,-37, -1
 20,  7,-44
 31,-37, -1
 21,  7,-44
 32,-37, -1
 22,  8,-44
 32,-37, -1
 23,  8,-44
 33,-36, -1
 24,  8,-44
 34,-36, -1
 25,  9,-43
 35,-36, -1
 26,  9,-43
 36,-36, -1
 27,  9,-43
 37,-35, -1
 28,  9,-43
 38,-35, -1
 29, 10,-43
 39,-35, -1
 30, 10,-43
 40,-35, -1
 31, 10,-43
 31,  9,-43
 31,  9,-42
 31,  8,-41
 32,  7,-40
 32,  6,-40
 32,  6,-39
 32,  5,-38
 32,  4,-38
 32,  4,-37
 33,  3,-36
 33,  2,-36
 33,  1,-35
 33,  1,-34
 33,  0,-34
 33,  0,-33
 34,  0,-32
 34, -1,-32
 34, -2,-31
 34, -3,-30
 34, -3,-30
 34, -4,-29
 35, -5,-28
 35, -5,-28
 35, -6,-27
 35, -7,-26
 35, -8,-26
 35, -8,-25
 35, -9,-24
 36,-10,-24
 36,-11,-23
 36,-11,-22
 36,-12,-22
 36,-13,-21
 36,-13,-20
 37,-14,-20
 37,-15,-19
 37,-16,-18
 37,-16,-18
 37,-17,-17
 37,-18,-16
 38,-18,-16
 38,-19,-15
 38,-20,-14
 38,-21,-13
 38,-21,-13
 38,-22,-12
 39,-23,-11
 39,-23,-11
 39,-24,-10
 39,-25, -9
 39,-26, -9
 39,-26, -8
 40,-27, -7
 40,-28, -7
 40,-29, -6
 40,-29, -5
 40,-30, -5
 40,-31, -4
 41,-31, -3
 41,-32, -3
 41,-33, -2
 41,-34, -1
 41,-34, -1
-29, -5,-45
-19,-50, -3
 31, 11,-42
 41,-34,  0
-29, -4,-45
-19,-49, -2
 31, 11,-42
 41,-33,  0
-29, -3,-44
-19,-49, -1
 30, 12,-41
 41,-32,  1
-30, -3,-43
-19,-48, -1
 30, 13,-40
 40,-32,  1
-30, -2,-43
-20,-48,  0
 30, 13,-40
 40,-31,  2
-30, -2,-42
-20,-47,  0
 30, 14,-39
 40,-30,  3
-30, -1,-41
-20,-46,  0
 29, 15,-38
 40,-30,  3
-30,  0,-40
-20,-46,  1
 29, 15,-37
 39,-29,  4
-31,  0,-40
-20,-45,  2
 29, 16,-37
 39,-28,  5
-31,  0,-39
-21,-44,  3
 29, 17,-36
 39,-28,  6
-31,  1,-38
-21,-44,  3
 29, 17,-35
 39,-27,  6
-31,  1,-37
-21,-43,  4
 28, 18,-34
 39,-27,  7
-32,  2,-37
-21,-42,  5
 28, 18,-34
 38,-26,  8
-32,  3,-36
-22,-42,  6
 28, 19,-33
 38,-25,  9
-32,  3,-35
-22,-41,  6
 28, 20,-32
 38,-25,  9
-32,  4,-34
-22,-40,  7
 28, 20,-31
 38,-24, 10
-32,  5,-34
-22,-40,  8
 27, 21,-31
 38,-23, 11
-33,  5,-33
-22,-39,  9
 27, 22,-30
 37,-23, 12
-33,  6,-32
-23,-39,  9
 27, 22,-29
 37,-22, 12
-33,  6,-31
-23,-38, 10
 27, 23,-28
 37,-21, 13
-33,  7,-31
-23,-37, 11
 27, 24,-28
 37,-21, 14
-33,  8,-30
-23,-37, 12
 26, 24,-27
 37,-20, 15
-34,  8,-29
-23,-36, 12
 26, 25,-26
 36,-19, 15
-34,  9,-29
-24,-35, 13
 26, 26,-26
 36,-19, 16
-34, 10,-28
-24,-35, 14
 26, 26,-25
 36,-18, 17
-34, 10,-27
-24,-34, 14
 25, 27,-24
 36,-18, 17
-34, 11,-26
-24,-33, 15
 25, 27,-23
 35,-17, 18
-35, 12,-26
-24,-33, 16
 25, 28,-23
 35,-16, 19
-35, 12,-25
-25,-32, 17
 25, 29,-22
 35,-16, 20
-35, 13,-24
-25,-31, 17
 25, 29,-21
 35,-15, 20
-35, 14,-23
-25,-31, 18
 24, 30,-20
 35,-14, 21
-36, 14,-23
-25,-30, 19
 24, 31,-20
 34,-14, 22
-36, 15,-22
-26,-30, 20
 24, 31,-19
 34,-13, 23
-36, 15,-21
-26,-29, 20
 24, 32,-18
 34,-12, 23
-36, 16,-20
-26,-28, 21
 24, 33,-17
 34,-12, 24
-36, 17,-20
-26,-28, 22
 23, 33,-17
 34,-11, 25
-37, 17,-19
-26,-27, 23
 23, 34,-16
 33,-10, 26
-37, 18,-18
-27,-26, 23
 23, 35,-15
 33,-10, 26
-37, 19,-17
-27,-26, 24
 23, 35,-14
 33, -9, 27
-37, 19,-17
-27,-25, 25
 22, 36,-14
 33, -9, 28
-37, 20,-16
-27,-24, 26
 22, 36,-13
 33, -8, 29
-38, 21,-15
-27,-24, 26
 22, 37,-12
 32, -7, 29
-38, 21,-15
-28,-23, 27
 22, 38,-12
 32, -7, 30
-38, 22,-14
-28,-22, 28
 22, 38,-11
 32, -6, 31
-38, 23,-13
-28,-22, 28
 21, 39,-10
 32, -5, 31
-38, 23,-12
-28,-21, 29
 21, 40, -9
 31, -5, 32
-39, 24,-12
-28,-21, 30
 21, 40, -9
 31, -4, 33
-39, 24,-11
-29,-20, 31
 21, 41, -8
 31, -3, 34
-39, 25,-10
-29,-19, 31
 21, 42, -7
 31, -3, 34
-39, 26, -9
-29,-19, 32
 20, 42, -6
 31, -2, 35
-40, 26, -9
-29,-18, 33
 20, 43, -6
 30, -1, 36
-40, 27, -8
-30,-17, 34
 20, 44, -5
 30, -1, 37
-40, 28, -7
-30,-17, 34
 20, 44, -4
 30,  0, 37
-40, 28, -6
-30,-16, 35
 20, 45, -3
 30,  0, 38
-40, 29, -6
-30,-15, 36
 19, 45, -3
 30,  0, 39
-41, 30, -5
-30,-15, 37
 19, 46, -2
 29,  1, 40
-41, 30, -4
-31,-14, 37
 19, 47, -1
 29,  1, 40
-41, 31, -3
-31,-13, 38
 19, 47,  0
 29,  2, 41
-41, 32, -3
-31,-13, 39
 18, 48,  0
 29,  3, 42
-41, 32, -2
-31,-12, 40
 18, 49,  0
 28,  3, 43
-42, 33, -1
-31,-12, 40
 18, 49,  1
 28,  4, 43
-42, 33, -1
-32,-11, 41
 18, 50,  1
 28,  5, 44
-42, 34,  0
-42, 33,  0
-42, 33,  1
-42, 32,  1
-41, 31,  2
-41, 30,  3
-41, 30,  3
-41, 29,  4
-41, 28,  5
-41, 28,  5
-40, 27,  6
-40, 26,  7
-40, 25,  7
-40, 25,  8
-40, 24,  9
-40, 23,  9
-39, 23, 10
-39, 22, 11
-39, 21, 11
-39, 20, 12
-39, 20, 13
-39, 19, 13
-39, 18, 14
-38, 18, 15
-38, 17, 15
-38, 16, 16
-38, 15, 17
-38, 15, 17
-38, 14, 18
-37, 13, 19
-37, 12, 19
-37, 12, 20
-37, 11, 21
-37, 10, 21
-37, 10, 22
-36,  9, 23
-36,  8, 24
-36,  7, 24
-36,  7, 25
-36,  6, 26
-36,  5, 26
-35,  5, 27
-35,  4, 28
-35,  3, 28
-35,  2, 29
-35,  2, 30
-35,  1, 30
-34,  0, 31
-34,  0, 32
-34,  0, 32
-34, -1, 33
-34, -2, 34
-34, -2, 34
-33, -3, 35
-33, -4, 36
-33, -5, 36
-33, -5, 37
-33, -6, 38
-33, -7, 38
-33, -7, 39
-32, -8, 40
-32, -9, 40
-32,-10, 41
-32,-10, 42
-41, 34,  0
-31,-10, 42
-40, 35,  0
-30,-10, 42
-39, 35,  0
-29, -9, 42
-38, 35,  0
-28, -9, 42
-37, 35,  0
-27, -9, 42
-36, 36,  0
-26, -9, 42
-35, 36,  0
-25, -8, 42
-34, 36,  0
-24, -8, 42
-33, 36,  0
-23, -8, 42
-32, 37,  0
-22, -8, 42
-31, 37,  0
-21, -7, 42
-31, 37,  0
-20, -7, 42
-30, 37,  0
-19, -7, 42
-29, 38,  0
-18, -7, 42
-28, 38,  0
-17, -6, 42
-27, 38,  0
-16, -6, 42
-26, 39,  0
-15, -6, 43
-25, 39,  0
-15, -6, 43
-24, 39,  0
-14, -5, 43
-23, 39,  0
-13, -5, 43
-22, 40,  0
-12, -5, 43
-21, 40,  0
-11, -5, 43
-20, 40,  0
-10, -4, 43
-19, 40,  0
 -9, -4, 43
-18, 41,  0
 -8, -4, 43
-17, 41,  0
 -7, -3, 43
-16, 41,  0
 -6, -3, 43
-15, 41,  1
 -5, -3, 43
-14, 42,  1
 -4, -3, 43
-13, 42,  1
 -3, -2, 43
-12, 42,  1
 -2, -2, 43
-11, 42,  1
 -1, -2, 43
-10, 43,  1
  0, -2, 43
 -9, 43,  1
  0, -1, 43
 -8, 43,  1
  1, -1, 43
 -7, 44,  1
  2, -1, 43
 -6, 44,  1
  3, -1, 43
 -5, 44,  1
  4,  0, 44
 -4, 44,  1
  5,  0, 44
 -4, 45,  1
  6,  0, 44
 -3, 45,  1
  7,  0, 44
 -2, 45,  1
  8,  0, 44
 -1, 45,  1
  9,  0, 44
  0, 46,  1
 10,  0, 44
  0, 46,  1
 11,  1, 44
  1, 46,  1
 11,  1, 44
  2, 46,  1
 12,  1, 44
  3, 47,  1
 13,  1, 44
  4, 47,  2
 14,  2, 44
  5, 47,  2
 15,  2, 44
  6, 47,  2
 16,  2, 44
  7, 48,  2
 17,  2, 44
  8, 48,  2
 18,  3, 44
  9, 48,  2
 19,  3, 44
 10, 48,  2
 20,  3, 44
 11, 49,  2
 21,  3, 44
 12, 49,  2
 22,  4, 44
 13, 49,  2
 23,  4, 44
 14, 50,  2
 24,  4, 45
 15, 50,  2
 25,  4, 45
 16, 50,  2
 26,  5, 45
 17, 50,  2
 27,  5, 45
 18, 51,  2
 18, 50,  3
 18, 49,  4
 18, 48,  4
 18, 48,  5
 18, 47,  6
 19, 46,  6
 19, 46,  7
 19, 45,  8
 19, 44,  8
 19, 43,  9
 19, 43, 10
 20, 42, 10
 20, 41, 11
 20, 41, 12
 20, 40, 12
 20, 39, 13
 20, 38, 14
 21, 38, 14
 21, 37, 15
 21, 36, 16
 21, 35, 16
 21, 35, 17
 21, 34, 18
 22, 33, 18
 22, 33, 19
 22, 32, 20
 22, 31, 20
 22, 30, 21
 22, 30, 22
 23, 29, 22
 23, 28, 23
 23, 28, 24
 23, 27, 24
 23, 26, 25
 23, 25, 26
 23, 25, 27
 24, 24, 27
 24, 23, 28
 24, 23, 29
 24, 22, 29
 24, 21, 30
 24, 20, 31
 25, 20, 31
 25, 19, 32
 25, 18, 33
 25, 17, 33
 25, 17, 34
 25, 16, 35
 26, 15, 35
 26, 15, 36
 26, 14, 37
 26, 13, 37
 26, 12, 38
 26, 12, 39
 27, 11, 39
 27, 10, 40
 27, 10, 41
 27,  9, 41
 27,  8, 42
 27,  7, 43
 28,  7, 43
 28,  6, 44
 28,  5, 45
