X,Y,Z
-16,-44,  0
-15,-44,  0
-15,-43,  0
-15,-42,  0
-15,-41,  0
-15,-40,  0
-15,-39,  0
-15,-38,  0
-14,-37,  0
-14,-36,  0
-14,-35,  0
-14,-34,  0
-14,-33,  0
-14,-32,  0
-13,-31,  0
-13,-30,  0
-13,-29,  0
-13,-28,  0
-13,-27,  0
-12,-26,  0
-14,-43,  0
-13,-43,  0
-11,-26,  0
-12,-42,  0
-10,-26,  0
-11,-42,  0
-10,-25,  0
-10,-41,  0
 -9,-25,  0
 -9,-40,  0
 -8,-40,  0
 -8,-24,  0
 -7,-39,  0
 -7,-24,  0
 -6,-39,  0
 -5,-38,  0
 -6,-23,  0
 -4,-38,  0
 -3,-37,  0
 -5,-23,  0
 -2,-36,  0
 -5,-22,  0
 -1,-36,  0
 -4,-22,  0
  0,-35,  0
 -3,-22,  0
 -3,-21,  0
  0,-34,  0
 -2,-21,  0
  1,-34,  0
  2,-33,  0
 -1,-21,  0
  3,-33,  0
 -1,-20,  0
  4,-32,  0
  0,-20,  0
  5,-32,  0
  6,-31,  0
  0,-19,  0
  1,-19,  0
  7,-30,  0
  8,-30,  0
  2,-18,  0
  9,-29,  0
 10,-29,  0
  3,-18,  0
 11,-28,  0
 11,-27,  0
 10,-26,  0
 10,-25,  0
  9,-25,  0
  9,-24,  0
  8,-24,  0
  8,-23,  0
  8,-22,  0
  7,-22,  0
  7,-21,  0
  6,-21,  0
  6,-20,  0
  5,-19,  0
  5,-18,  0
  4,-18,  0
  4,-17,  0
-13,-26,  0
-17,-43,  0
 11,-26,  0
  3,-16,  0
-17,-42,  0
-14,-25,  0
-17,-41,  0
 10,-24,  0
  3,-15,  0
-18,-40,  0
-14,-24,  0
-18,-39,  0
-14,-23,  0
  9,-23,  0
  2,-14,  0
-19,-38,  0
-15,-23,  0
  9,-22,  0
-19,-37,  0
-15,-22,  0
  8,-21,  0
  2,-13,  0
-20,-36,  0
  8,-20,  0
  2,-12,  0
-20,-35,  0
-16,-21,  0
  8,-19,  0
  1,-12,  0
-21,-35,  0
  7,-18,  0
  1,-11,  0
-21,-34,  0
-16,-20,  0
-22,-33,  0
-16,-19,  0
  6,-17,  0
  0,-10,  0
-22,-32,  0
-17,-19,  0
  6,-16,  0
-23,-31,  0
-17,-18,  0
  6,-15,  0
  0, -9,  0
-23,-30,  0
  5,-14,  0
-24,-29,  0
-18,-17,  0
  5,-13,  0
  0, -8,  0
-24,-28,  0
  4,-12,  0
-25,-27,  0
-18,-16,  0
  0, -7,  0
-25,-26,  0
-18,-15,  0
  4,-11,  0
  0, -6,  0
-26,-25,  0
-19,-15,  0
  3,-10,  0
 -1, -6,  0
-26,-24,  0
-19,-14,  0
  3, -9,  0
 -1, -5,  0
-27,-23,  0
  2, -8,  0
-27,-22,  0
-20,-13,  0
  2, -7,  0
 -1, -4,  0
-28,-21,  0
  2, -6,  0
 -2, -4,  0
-28,-20,  0
-20,-12,  0
  1, -5,  0
 -2, -3,  0
-29,-19,  0
-21,-11,  0
  1, -4,  0
-29,-18,  0
  0, -4,  0
 -2, -2,  0
-30,-17,  0
-21,-10,  0
  0, -3,  0
 -3, -1,  0
-30,-16,  0
  0, -2,  0
-31,-16,  0
-30,-15,  0
-29,-15,  0
-29,-14,  0
-28,-14,  0
-28,-13,  0
-27,-13,  0
-26,-12,  0
-25,-12,  0
-25,-11,  0
-24,-11,  0
-24,-10,  0
-23,-10,  0
-22,-10,  0
-22, -9,  0
-21, -9,  0
-20, -8,  0
-27,-14,  0
-26,-13,  0
-19, -8,  0
-25,-13,  0
-24,-12,  0
-18, -7,  0
-23,-12,  0
-17, -7,  0
-22,-11,  0
-16, -6,  0
-20,-10,  0
-15, -6,  0
-19,-10,  0
-18, -9,  0
-14, -6,  0
-17, -9,  0
-14, -5,  0
-16, -9,  0
-13, -5,  0
-15, -8,  0
-12, -5,  0
-14, -8,  0
-12, -4,  0
-13, -7,  0
-11, -4,  0
-12, -7,  0
-11, -6,  0
-10, -4,  0
-10, -6,  0
 -9, -3,  0
 -9, -5,  0
 -8, -5,  0
 -8, -3,  0
 -7, -4,  0
 -8, -2,  0
 -6, -4,  0
 -7, -2,  0
 -5, -3,  0
 -6, -2,  0
 -4, -3,  0
 -5, -1,  0
 -3, -2,  0
 -4, -1,  0
 -1, -1,  0
  0, -1,  0
 -2, -1,  0
 -2,  0,  0
 -3,  0,  0
 45,-69,  0
 42,-66,  0
 40,-63,  0
 38,-60,  0
 36,-58,  0
 34,-56,  0
 33,-54,  0
 31,-52,  0
 30,-50,  0
 29,-48,  0
 27,-47,  0
 26,-45,  0
 25,-44,  0
 24,-43,  0
 23,-41,  0
 22,-40,  0
 21,-39,  0
 21,-38,  0
 20,-37,  0
 19,-36,  0
 19,-35,  0
 18,-34,  0
 17,-34,  0
 17,-33,  0
 16,-32,  0
 15,-31,  0
 14,-30,  0
 14,-29,  0
 13,-28,  0
 47,-68,  0
 13,-27,  0
 48,-66,  0
 14,-27,  0
 50,-65,  0
 15,-26,  0
 52,-63,  0
 16,-26,  0
 53,-62,  0
 17,-25,  0
 55,-60,  0
 18,-25,  0
 57,-59,  0
 18,-24,  0
 58,-57,  0
 19,-24,  0
 60,-56,  0
 20,-23,  0
 62,-55,  0
 21,-23,  0
 63,-53,  0
 21,-22,  0
 65,-52,  0
 22,-22,  0
 66,-51,  0
 23,-22,  0
 68,-50,  0
 24,-21,  0
 69,-48,  0
 25,-21,  0
 70,-47,  0
 25,-20,  0
 72,-46,  0
 26,-20,  0
 73,-45,  0
 27,-19,  0
 75,-44,  0
 28,-19,  0
 76,-42,  0
 28,-18,  0
 77,-41,  0
 29,-18,  0
 79,-40,  0
 30,-17,  0
 80,-39,  0
 81,-38,  0
 31,-17,  0
 83,-37,  0
 32,-16,  0
 84,-36,  0
 33,-16,  0
 85,-35,  0
 33,-15,  0
 86,-34,  0
 34,-15,  0
 88,-32,  0
 35,-14,  0
 89,-31,  0
 90,-30,  0
 86,-29,  0
 83,-28,  0
 80,-27,  0
 77,-26,  0
 74,-25,  0
 71,-25,  0
