X,Y,Z
  1,-45,229
  0,-45,228
  0,-45,227
  0,-46,226
 -1,-46,226
 -1,-46,225
 -2,-46,224
 -2,-47,224
 -3,-47,223
 -4,-47,222
 -4,-47,221
 -5,-48,221
 -6,-48,220
 -6,-48,219
 -7,-48,218
 -7,-49,218
 -8,-49,217
 -9,-49,216
 -9,-49,215
-10,-50,215
-11,-50,214
-11,-50,213
-12,-50,212
-12,-51,212
-13,-51,211
-14,-51,210
-14,-51,209
-15,-52,209
-16,-52,208
-16,-52,207
-17,-53,206
-17,-53,206
-18,-53,205
-19,-53,204
-19,-54,204
-20,-54,203
-20,-54,202
-21,-54,201
-22,-55,201
-22,-55,200
-23,-55,199
-24,-55,198
-24,-56,198
-25,-56,197
-25,-56,196
-26,-56,195
-27,-57,195
-27,-57,194
-28,-57,193
-29,-57,192
-29,-58,192
-30,-58,191
-30,-58,190
-31,-58,189
-32,-59,189
-32,-59,188
-33,-59,187
-34,-60,187
-34,-60,186
-35,-60,185
-35,-60,184
-36,-61,184
-37,-61,183
-37,-61,182
  1,-44,228
-37,-60,182
  1,-43,228
-38,-59,182
  0,-42,228
-38,-58,181
  0,-41,228
-38,-57,181
  0,-40,228
-38,-56,181
  0,-39,227
-38,-55,181
  0,-38,227
-38,-54,181
  0,-37,227
-39,-53,180
  0,-36,227
-39,-52,180
  0,-35,227
-39,-51,180
  0,-34,227
-39,-50,180
  0,-33,226
-39,-49,180
  0,-32,226
-39,-49,179
  0,-31,226
-40,-48,179
 -1,-30,226
-40,-47,179
 -1,-29,226
-40,-46,179
 -1,-28,225
-40,-45,179
 -1,-27,225
-40,-44,178
 -1,-26,225
-40,-43,178
 -1,-25,225
-41,-42,178
 -2,-24,225
-41,-41,178
 -2,-24,224
-41,-40,178
 -2,-23,224
-41,-39,178
 -2,-22,224
-41,-38,177
 -2,-21,224
-41,-37,177
 -2,-20,224
-42,-36,177
 -3,-19,223
-42,-35,177
 -3,-18,223
-42,-34,177
 -3,-17,223
-42,-33,176
 -3,-16,223
-42,-32,176
 -3,-15,223
-42,-31,176
 -3,-14,222
-43,-30,176
 -4,-13,222
-43,-29,176
 -4,-12,222
-43,-28,175
 -4,-11,222
-43,-27,175
 -4,-10,222
-43,-26,175
 -4, -9,221
-43,-25,175
 -4, -8,221
-44,-24,175
 -5, -7,221
-44,-23,174
 -5, -6,221
-44,-22,174
 -5, -5,221
-44,-21,174
 -5, -4,220
-44,-20,174
 -5, -3,220
-44,-20,174
 -5, -2,220
-45,-19,173
 -6, -1,220
-45,-18,173
 -6,  0,220
-45,-17,173
 -6,  0,219
-45,-16,173
 -6,  1,219
-45,-15,173
 -6,  2,219
-45,-14,172
 -6,  3,219
-46,-13,172
 -7,  4,219
-46,-12,172
 -7,  4,218
-46,-11,172
 -7,  5,218
-46,-10,172
 -7,  6,218
-46, -9,171
 -7,  7,218
-46, -8,171
 -7,  8,218
-47, -7,171
 -8,  9,217
-47, -6,171
 -8, 10,217
-47, -5,171
 -8, 11,217
-47, -4,170
 -8, 12,217
-47, -3,170
 -8, 13,217
-47, -2,170
 -8, 14,216
-48, -1,170
 -9, 15,216
 -9, 15,215
-10, 15,215
-10, 14,214
-11, 14,213
-12, 14,212
-12, 14,212
-13, 13,211
-14, 13,210
-14, 13,210
-15, 13,209
-15, 12,208
-16, 12,207
-17, 12,207
-17, 11,206
-18, 11,205
-19, 11,204
-19, 11,204
-20, 10,203
-20, 10,202
-21, 10,201
-22, 10,201
-22,  9,200
-23,  9,199
-24,  9,198
-24,  9,198
-25,  8,197
-25,  8,196
-26,  8,195
-27,  8,195
-27,  7,194
-28,  7,193
-28,  7,193
-29,  7,192
-30,  6,191
-30,  6,190
-31,  6,190
-32,  6,189
-32,  5,188
-33,  5,187
-33,  5,187
-34,  4,186
-35,  4,185
-35,  4,184
-36,  4,184
-37,  3,183
-37,  3,182
-38,  3,181
-38,  3,181
-39,  2,180
-40,  2,179
-40,  2,178
-41,  2,178
-42,  1,177
-42,  1,176
-43,  1,175
-43,  1,175
-44,  0,174
-45,  0,173
-45,  0,173
-46,  0,172
-46,  0,171
-47,  0,170
-48,  0,170
  2,-45,228
-36,-61,181
 -8, 15,216
-47,  0,169
  2,-45,227
-36,-61,181
 -7, 15,215
-46,  0,168
  3,-45,227
-35,-61,180
 -6, 15,214
-45,  0,168
  4,-45,226
-34,-61,179
 -6, 15,214
-45,  0,167
  5,-45,225
-33,-61,179
 -5, 15,213
-44,  0,166
  5,-45,225
-33,-61,178
 -4, 15,212
-43,  0,166
  6,-45,224
-32,-61,178
 -3, 15,212
-42,  0,165
  7,-45,224
-31,-61,177
 -2, 15,211
-42,  0,164
  8,-45,223
-30,-61,176
 -2, 15,210
-41,  0,164
  9,-45,222
-30,-61,176
 -1, 15,210
-40,  0,163
  9,-45,222
-29,-61,175
  0, 15,209
-39,  0,163
 10,-45,221
-28,-61,174
  0, 15,208
-39,  0,162
 11,-45,220
-27,-61,174
  0, 15,208
-38,  0,161
 12,-45,220
-27,-61,173
  1, 15,207
-37,  0,161
 12,-45,219
-26,-61,172
  2, 15,207
-36,  0,160
 13,-45,218
-25,-61,172
  3, 15,206
-35,  0,159
 14,-45,218
-24,-61,171
  3, 15,205
-35,  0,159
 15,-45,217
-23,-61,170
  4, 15,205
-34,  0,158
 15,-45,216
-23,-61,170
  5, 15,204
-33,  0,157
 16,-45,216
-22,-61,169
  6, 15,203
-32,  0,157
 17,-45,215
-21,-61,169
  6, 15,203
-32,  0,156
 18,-45,215
-20,-61,168
  7, 15,202
-31,  0,155
 18,-45,214
-20,-61,167
  8, 15,201
-30,  0,155
 19,-45,213
-19,-61,167
  9, 15,201
-29,  0,154
 20,-45,213
-18,-61,166
 10, 15,200
-29,  0,154
 21,-45,212
-17,-61,165
 10, 15,199
-28,  0,153
 22,-45,211
-17,-61,165
 11, 15,199
-27,  0,152
 22,-45,211
-16,-61,164
 12, 15,198
-26,  0,152
 23,-45,210
-15,-61,163
 13, 15,198
-26,  0,151
 24,-45,209
-14,-61,163
 13, 15,197
-25,  0,150
 25,-45,209
-14,-61,162
 14, 15,196
-24,  0,150
 25,-45,208
-13,-61,161
 15, 15,196
-23,  0,149
 26,-45,207
-12,-61,161
 16, 15,195
-22,  0,148
 27,-45,207
-11,-61,160
 16, 15,194
-22,  0,148
 28,-45,206
-10,-61,160
 17, 15,194
-21,  0,147
 28,-45,206
-10,-61,159
 18, 15,193
-20,  0,146
 29,-45,205
 -9,-61,158
 19, 15,192
-19,  0,146
 30,-45,204
 -8,-61,158
 19, 15,192
-19,  0,145
 31,-45,204
 -7,-61,157
 20, 15,191
-18,  0,145
 31,-45,203
 -7,-61,156
 21, 15,190
-17,  0,144
 32,-45,202
 -6,-61,156
 22, 15,190
-16,  0,143
 33,-45,202
 -5,-61,155
 23, 15,189
-16,  0,143
 34,-45,201
 -4,-61,154
 23, 15,189
-15,  0,142
 35,-45,200
 -4,-61,154
 24, 15,188
-14,  0,141
 35,-45,200
 -3,-61,153
 25, 15,187
-13,  0,141
 36,-45,199
 -2,-61,152
 26, 15,187
-13,  0,140
 37,-45,198
 -1,-61,152
 26, 15,186
-12,  0,139
 38,-45,198
  0,-61,151
 27, 15,185
-11,  0,139
 38,-45,197
  0,-61,151
 28, 15,185
-10,  0,138
 39,-45,197
  0,-61,150
 29, 15,184
 -9,  0,137
 40,-45,196
  1,-61,149
 29, 15,183
 -9,  0,137
 41,-45,195
  2,-61,149
 30, 15,183
 -8,  0,136
 41,-45,195
  2,-61,148
 31, 15,182
 -7,  0,136
 42,-45,194
  3,-61,147
 32, 15,181
 -6,  0,135
 43,-45,193
  4,-61,147
 33, 15,181
 -6,  0,134
 44,-45,193
  5,-61,146
 33, 15,180
 -5,  0,134
 45,-45,192
  5,-61,145
 34, 15,180
 -4,  0,133
 45,-45,191
  6,-61,145
 35, 15,179
 -3,  0,132
 46,-45,191
  7,-61,144
 36, 15,178
 -3,  0,132
 47,-45,190
  8,-61,144
 36, 15,178
 -2,  0,131
 48,-45,189
  8,-61,143
 37, 15,177
 -1,  0,130
 48,-45,189
  9,-61,142
 38, 15,176
  0,  0,130
 49,-45,188
 48,-45,187
 48,-45,187
 47,-46,186
 47,-46,185
 46,-46,184
 45,-46,184
 45,-47,183
 44,-47,182
 44,-47,182
 43,-47,181
 42,-48,180
 42,-48,179
 41,-48,179
 40,-48,178
 40,-49,177
 39,-49,176
 39,-49,176
 38,-49,175
 37,-50,174
 37,-50,173
 36,-50,173
 35,-50,172
 35,-51,171
 34,-51,170
 34,-51,170
 33,-51,169
 32,-52,168
 32,-52,167
 31,-52,167
 30,-53,166
 30,-53,165
 29,-53,165
 29,-53,164
 28,-54,163
 27,-54,162
 27,-54,162
 26,-54,161
 26,-55,160
 25,-55,159
 24,-55,159
 24,-55,158
 23,-56,157
 22,-56,156
 22,-56,156
 21,-56,155
 21,-57,154
 20,-57,153
 19,-57,153
 19,-57,152
 18,-58,151
 17,-58,150
 17,-58,150
 16,-58,149
 16,-59,148
 15,-59,147
 14,-59,147
 14,-60,146
 13,-60,145
 12,-60,145
 12,-60,144
 11,-61,143
 11,-61,142
 10,-61,142
 49,-44,188
 10,-60,141
 49,-43,188
 10,-59,141
 49,-42,188
 10,-58,141
 48,-41,187
  9,-57,141
 48,-40,187
  9,-56,141
 48,-39,187
  9,-55,140
 48,-38,187
  9,-54,140
 48,-37,187
  9,-53,140
 48,-36,186
  9,-52,140
 47,-35,186
  8,-51,140
 47,-34,186
  8,-50,139
 47,-33,186
  8,-49,139
 47,-32,186
  8,-49,139
 47,-31,185
  8,-48,139
 47,-30,185
  8,-47,139
 46,-29,185
  7,-46,138
 46,-28,185
  7,-45,138
 46,-27,185
  7,-44,138
 46,-26,184
  7,-43,138
 46,-25,184
  7,-42,138
 46,-24,184
  7,-41,137
 45,-24,184
  6,-40,137
 45,-23,184
  6,-39,137
 45,-22,183
  6,-38,137
 45,-21,183
  6,-37,137
 45,-20,183
  6,-36,136
 45,-19,183
  6,-35,136
 44,-18,183
  5,-34,136
 44,-17,182
  5,-33,136
 44,-16,182
  5,-32,136
 44,-15,182
  5,-31,135
 44,-14,182
  5,-30,135
 44,-13,182
  5,-29,135
 43,-12,181
  4,-28,135
 43,-11,181
  4,-27,135
 43,-10,181
  4,-26,134
 43, -9,181
  4,-25,134
 43, -8,181
  4,-24,134
 43, -7,180
  4,-23,134
 42, -6,180
  3,-22,134
 42, -5,180
  3,-21,133
 42, -4,180
  3,-20,133
 42, -3,180
  3,-20,133
 42, -2,179
  3,-19,133
 42, -1,179
  3,-18,133
 41,  0,179
  2,-17,132
 41,  0,179
  2,-16,132
 41,  1,179
  2,-15,132
 41,  2,178
  2,-14,132
 41,  3,178
  2,-13,132
 41,  4,178
  2,-12,131
 40,  4,178
  1,-11,131
 40,  5,178
  1,-10,131
 40,  6,177
  1, -9,131
 40,  7,177
  1, -8,131
 40,  8,177
  1, -7,130
 40,  9,177
  1, -6,130
 39, 10,177
  0, -5,130
 39, 11,176
  0, -4,130
 39, 12,176
  0, -3,130
 39, 13,176
  0, -2,129
 39, 14,176
  0, -1,129
 39, 15,176
 38, 15,175
 37, 15,174
 37, 14,173
 36, 14,173
 36, 14,172
 35, 14,171
 34, 13,171
 34, 13,170
 33, 13,169
 32, 13,168
 32, 12,168
 31, 12,167
 31, 12,166
 30, 11,165
 29, 11,165
 29, 11,164
 28, 11,163
 27, 10,162
 27, 10,162
 26, 10,161
 26, 10,160
 25,  9,159
 24,  9,159
 24,  9,158
 23,  9,157
 22,  8,156
 22,  8,156
 21,  8,155
 21,  8,154
 20,  7,153
 19,  7,153
 19,  7,152
 18,  7,151
 18,  6,151
 17,  6,150
 16,  6,149
 16,  6,148
 15,  5,148
 14,  5,147
 14,  5,146
 13,  4,145
 13,  4,145
 12,  4,144
 11,  4,143
 11,  3,142
 10,  3,142
  9,  3,141
  9,  3,140
  8,  2,139
  8,  2,139
  7,  2,138
  6,  2,137
  6,  1,136
  5,  1,136
  4,  1,135
  4,  1,134
  3,  0,134
  3,  0,133
  2,  0,132
  1,  0,131
  1,  0,131
  0,  0,130
  0,  0,129
-78,-78,134
-78,-78,133
-79,-78,132
-79,-79,132
-80,-79,131
-81,-79,130
-81,-79,130
-82,-80,129
-83,-80,128
-83,-80,127
-84,-80,127
-84,-81,126
-85,-81,125
-86,-81,124
-86,-82,124
-87,-82,123
-88,-82,122
-88,-82,121
-89,-83,121
-89,-83,120
-90,-83,119
-91,-83,118
-91,-84,118
-92,-84,117
-93,-84,116
-93,-84,115
-94,-85,115
-94,-85,114
-95,-85,113
-96,-85,113
-96,-86,112
-97,-86,111
-97,-86,110
-98,-86,110
-99,-87,109
-99,-87,108
-100,-87,107
-101,-87,107
-101,-88,106
-102,-88,105
-102,-88,104
-103,-88,104
-104,-89,103
-104,-89,102
-105,-89,101
-106,-90,101
-106,-90,100
-107,-90, 99
-107,-90, 98
-108,-91, 98
-109,-91, 97
-109,-91, 96
-110,-91, 95
-111,-92, 95
-111,-92, 94
-112,-92, 93
-112,-92, 93
-113,-93, 92
-114,-93, 91
-114,-93, 90
-115,-93, 90
-115,-94, 89
-116,-94, 88
-117,-94, 87
-78,-77,134
-117,-93, 87
-78,-76,134
-117,-92, 87
-78,-75,133
-117,-91, 87
-78,-74,133
-117,-90, 87
-78,-73,133
-118,-89, 86
-79,-72,133
-118,-88, 86
-79,-71,133
-118,-87, 86
-79,-70,132
-118,-86, 86
-79,-69,132
-118,-85, 86
-79,-68,132
-118,-85, 85
-79,-67,132
-119,-84, 85
-80,-66,132
-119,-83, 85
-80,-65,131
-119,-82, 85
-80,-64,131
-119,-81, 85
-80,-63,131
-119,-80, 84
-80,-62,131
-119,-79, 84
-80,-61,131
-120,-78, 84
-81,-60,130
-120,-77, 84
-81,-60,130
-120,-76, 84
-81,-59,130
-120,-75, 83
-81,-58,130
-120,-74, 83
-81,-57,130
-120,-73, 83
-81,-56,129
-121,-72, 83
-82,-55,129
-121,-71, 83
-82,-54,129
-121,-70, 82
-82,-53,129
-121,-69, 82
-82,-52,129
-121,-68, 82
-82,-51,128
-121,-67, 82
-82,-50,128
-122,-66, 82
-83,-49,128
-122,-65, 81
-83,-48,128
-122,-64, 81
-83,-47,128
-122,-63, 81
-83,-46,127
-122,-62, 81
-83,-45,127
-122,-61, 81
-83,-44,127
-123,-60, 80
-84,-43,127
-123,-59, 80
-84,-42,127
-123,-58, 80
-84,-41,126
-123,-57, 80
-84,-40,126
-123,-57, 80
-84,-39,126
-123,-56, 79
-84,-38,126
-124,-55, 79
-85,-37,126
-124,-54, 79
-85,-36,125
-124,-53, 79
-85,-35,125
-124,-52, 79
-85,-34,125
-124,-51, 78
-85,-33,125
-124,-50, 78
-85,-32,125
-125,-49, 78
-86,-32,124
-125,-48, 78
-86,-31,124
-125,-47, 78
-86,-30,124
-125,-46, 77
-86,-29,124
-125,-45, 77
-86,-28,124
-125,-44, 77
-86,-27,123
-126,-43, 77
-87,-26,123
-126,-42, 77
-87,-25,123
-126,-41, 76
-87,-24,123
-126,-40, 76
-87,-23,123
-126,-39, 76
-87,-22,122
-126,-38, 76
-87,-21,122
-127,-37, 76
-88,-20,122
-127,-36, 75
-88,-19,122
-127,-35, 75
-88,-18,122
-127,-34, 75
-88,-17,121
-89,-17,121
-89,-18,120
-90,-18,119
-91,-18,119
-91,-18,118
-92,-19,117
-92,-19,116
-93,-19,116
-94,-19,115
-94,-20,114
-95,-20,113
-96,-20,113
-96,-20,112
-97,-21,111
-97,-21,110
-98,-21,110
-99,-21,109
-99,-22,108
-100,-22,107
-101,-22,107
-101,-22,106
-102,-23,105
-102,-23,104
-103,-23,104
-104,-24,103
-104,-24,102
-105,-24,102
-105,-24,101
-106,-25,100
-107,-25, 99
-107,-25, 99
-108,-25, 98
-109,-26, 97
-109,-26, 96
-110,-26, 96
-110,-26, 95
-111,-27, 94
-112,-27, 93
-112,-27, 93
-113,-27, 92
-114,-28, 91
-114,-28, 90
-115,-28, 90
-115,-28, 89
-116,-29, 88
-117,-29, 87
-117,-29, 87
-118,-29, 86
-119,-30, 85
-119,-30, 84
-120,-30, 84
-120,-30, 83
-121,-31, 82
-122,-31, 82
-122,-31, 81
-123,-32, 80
-123,-32, 79
-124,-32, 79
-125,-32, 78
-125,-33, 77
-126,-33, 76
-127,-33, 76
-127,-33, 75
-77,-78,133
-116,-94, 87
-87,-17,121
-126,-33, 74
-76,-78,133
-115,-94, 86
-87,-17,120
-126,-33, 74
-75,-78,132
-114,-94, 85
-86,-17,120
-125,-33, 73
-75,-78,131
-114,-94, 85
-85,-17,119
-124,-33, 72
-74,-78,131
-113,-94, 84
-84,-17,118
-123,-33, 72
-73,-78,130
-112,-94, 83
-84,-17,118
-123,-33, 71
-72,-78,129
-111,-94, 83
-83,-17,117
-122,-33, 70
-71,-78,129
-111,-94, 82
-82,-17,116
-121,-33, 70
-71,-78,128
-110,-94, 82
-81,-17,116
-120,-33, 69
-70,-78,128
-109,-94, 81
-80,-17,115
-120,-33, 68
-69,-78,127
-108,-94, 80
-80,-17,114
-119,-33, 68
-68,-78,126
-108,-94, 80
-79,-17,114
-118,-33, 67
-68,-78,126
-107,-94, 79
-78,-17,113
-117,-33, 67
-67,-78,125
-106,-94, 78
-77,-17,112
-116,-33, 66
-66,-78,124
-105,-94, 78
-77,-17,112
-116,-33, 65
-65,-78,124
-104,-94, 77
-76,-17,111
-115,-33, 65
-65,-78,123
-104,-94, 76
-75,-17,111
-114,-33, 64
-64,-78,122
-103,-94, 76
-74,-17,110
-113,-33, 63
-63,-78,122
-102,-94, 75
-74,-17,109
-113,-33, 63
-62,-78,121
-101,-94, 74
-73,-17,109
-112,-33, 62
-62,-78,120
-101,-94, 74
-72,-17,108
-111,-33, 61
-61,-78,120
-100,-94, 73
-71,-17,107
-110,-33, 61
-60,-78,119
-99,-94, 73
-70,-17,107
-110,-33, 60
-59,-78,119
-98,-94, 72
-70,-17,106
-109,-33, 59
-58,-78,118
-98,-94, 71
-69,-17,105
-108,-33, 59
-58,-78,117
-97,-94, 71
-68,-17,105
-107,-33, 58
-57,-78,117
-96,-94, 70
-67,-17,104
-107,-33, 58
-56,-78,116
-95,-94, 69
-67,-17,103
-106,-33, 57
-55,-78,115
-95,-94, 69
-66,-17,103
-105,-33, 56
-55,-78,115
-94,-94, 68
-65,-17,102
-104,-33, 56
-54,-78,114
-93,-94, 67
-64,-17,102
-103,-33, 55
-53,-78,113
-92,-94, 67
-64,-17,101
-103,-33, 54
-52,-78,113
-91,-94, 66
-63,-17,100
-102,-33, 54
-52,-78,112
-91,-94, 66
-62,-17,100
-101,-33, 53
-51,-78,111
-90,-94, 65
-61,-17, 99
-100,-33, 52
-50,-78,111
-89,-94, 64
-61,-17, 98
-100,-33, 52
-49,-78,110
-88,-94, 64
-60,-17, 98
-99,-33, 51
-49,-78,110
-88,-94, 63
-59,-17, 97
-98,-33, 50
-48,-78,109
-87,-94, 62
-58,-17, 96
-97,-33, 50
-47,-78,108
-86,-94, 62
-57,-17, 96
-97,-33, 49
-46,-78,108
-85,-94, 61
-57,-17, 95
-96,-33, 49
-45,-78,107
-85,-94, 60
-56,-17, 94
-95,-33, 48
-45,-78,106
-84,-94, 60
-55,-17, 94
-94,-33, 47
-44,-78,106
-83,-94, 59
-54,-17, 93
-94,-33, 47
-43,-78,105
-82,-94, 58
-54,-17, 93
-93,-33, 46
-42,-78,104
-81,-94, 58
-53,-17, 92
-92,-33, 45
-42,-78,104
-81,-94, 57
-52,-17, 91
-91,-33, 45
-41,-78,103
-80,-94, 57
-51,-17, 91
-90,-33, 44
-40,-78,102
-79,-94, 56
-51,-17, 90
-90,-33, 43
-39,-78,102
-78,-94, 55
-50,-17, 89
-89,-33, 43
-39,-78,101
-78,-94, 55
-49,-17, 89
-88,-33, 42
-38,-78,101
-77,-94, 54
-48,-17, 88
-87,-33, 41
-37,-78,100
-76,-94, 53
-47,-17, 87
-87,-33, 41
-36,-78, 99
-75,-94, 53
-47,-17, 87
-86,-33, 40
-35,-78, 99
-75,-94, 52
-46,-17, 86
-85,-33, 40
-35,-78, 98
-74,-94, 51
-45,-17, 85
-84,-33, 39
-34,-78, 97
-73,-94, 51
-44,-17, 85
-84,-33, 38
-33,-78, 97
-72,-94, 50
-44,-17, 84
-83,-33, 38
-32,-78, 96
-72,-94, 49
-43,-17, 84
-82,-33, 37
-32,-78, 95
-71,-94, 49
-42,-17, 83
-81,-33, 36
-31,-78, 95
-70,-94, 48
-41,-17, 82
-80,-33, 36
-30,-78, 94
-69,-94, 48
-41,-17, 82
-80,-33, 35
-29,-78, 93
-30,-78, 93
-31,-78, 92
-31,-79, 91
-32,-79, 91
-32,-79, 90
-33,-79, 89
-34,-80, 88
-34,-80, 88
-35,-80, 87
-36,-80, 86
-36,-81, 85
-37,-81, 85
-37,-81, 84
-38,-82, 83
-39,-82, 82
-39,-82, 82
-40,-82, 81
-41,-83, 80
-41,-83, 79
-42,-83, 79
-42,-83, 78
-43,-84, 77
-44,-84, 76
-44,-84, 76
-45,-84, 75
-45,-85, 74
-46,-85, 73
-47,-85, 73
-47,-85, 72
-48,-86, 71
-49,-86, 71
-49,-86, 70
-50,-86, 69
-50,-87, 68
-51,-87, 68
-52,-87, 67
-52,-87, 66
-53,-88, 65
-54,-88, 65
-54,-88, 64
-55,-88, 63
-55,-89, 62
-56,-89, 62
-57,-89, 61
-57,-90, 60
-58,-90, 59
-59,-90, 59
-59,-90, 58
-60,-91, 57
-60,-91, 56
-61,-91, 56
-62,-91, 55
-62,-92, 54
-63,-92, 54
-64,-92, 53
-64,-92, 52
-65,-93, 51
-65,-93, 51
