X,Y,Z
  0, 15,  0
  0, 14,  0
  0, 13,  0
 -1, 13,  0
 -1, 12,  0
 -2, 11,  0
 -3, 11,  0
 -3, 10,  0
 -4,  9,  0
 -5,  8,  0
 -5,  7,  0
 -6,  7,  0
 -6,  6,  0
 -7,  6,  0
  1, 15,  0
  1, 16,  0
  2, 16,  0
  3, 16,  0
  3, 17,  0
  4, 17,  0
 -5,  6,  0
  2, 15,  0
  2, 14,  0
  1, 14,  0
  1, 13,  0
  0, 12,  0
  0, 11,  0
 -1, 11,  0
 -1, 10,  0
 -2, 10,  0
 -2,  9,  0
 -3,  9,  0
 -3,  8,  0
 -4,  7,  0
 -6,  5,  0
  5, 17,  0
 -5,  5,  0
  5, 16,  0
 -4,  5,  0
  6, 16,  0
 -4,  4,  0
  2, 13,  0
 -5,  4,  0
  6, 15,  0
 -3,  4,  0
  7, 15,  0
 -3,  3,  0
  3, 13,  0
  7, 14,  0
 -2,  3,  0
  3, 12,  0
 -4,  3,  0
  8, 14,  0
 -2,  2,  0
 -1,  2,  0
  4, 12,  0
  8, 13,  0
 -1,  1,  0
  4, 11,  0
 -3,  2,  0
  9, 13,  0
  0,  1,  0
  9, 12,  0
  5, 10,  0
 10, 12,  0
  0,  0,  0
 -2,  1,  0
 10, 11,  0
 11, 11,  0
  1,  0,  0
  6,  9,  0
 11, 10,  0
 -1,  0,  0
 12, 10,  0
  2, -1,  0
 12,  9,  0
  7,  8,  0
  3, -1,  0
 13,  8,  0
  3, -2,  0
  4, -2,  0
  8,  7,  0
 14,  8,  0
  4, -3,  0
  1, -1,  0
 14,  7,  0
  9,  7,  0
  8,  6,  0
  8,  5,  0
  7,  5,  0
  7,  4,  0
  6,  4,  0
  6,  3,  0
  5,  3,  0
  5,  2,  0
  4,  2,  0
  4,  1,  0
  3,  1,  0
  3,  0,  0
  2,  0,  0
 10,  7,  0
  2, -2,  0
 11,  7,  0
 12,  7,  0
  3, -3,  0
 13,  7,  0
  5, -3,  0
 14,  6,  0
 13,  5,  0
 12,  4,  0
 12,  3,  0
 11,  3,  0
 11,  2,  0
 10,  2,  0
 10,  1,  0
  9,  0,  0
  8,  0,  0
  7, -1,  0
  7, -2,  0
  6, -2,  0
  6, -3,  0
  5, -4,  0
-16, -3,  0
-16, -4,  0
-17, -4,  0
-17, -5,  0
-18, -5,  0
-18, -6,  0
-19, -7,  0
-19, -8,  0
-20, -8,  0
-21, -9,  0
-21,-10,  0
-22,-10,  0
-22,-11,  0
-23,-11,  0
-23,-12,  0
