X,Y,Z
 18, -3,  0
 18, -4,  0
 18, -5,  0
 17, -5,  0
 17, -6,  0
 17, -7,  0
 16, -7,  0
 16, -8,  0
 16, -9,  0
 15,-10,  0
 15,-11,  0
 14,-11,  0
 17, -3,  0
 13,-11,  0
 17, -2,  0
 13,-10,  0
 16, -2,  0
 12,-10,  0
 11,-10,  0
 15, -2,  0
 14, -2,  0
 10, -9,  0
  9, -9,  0
 13, -2,  0
 13, -1,  0
  8, -9,  0
 12, -1,  0
  7, -8,  0
 11, -1,  0
  6, -8,  0
 10, -1,  0
  5, -8,  0
  4, -7,  0
  9,  0,  0
  3, -7,  0
  8,  0,  0
  2, -7,  0
  7,  0,  0
  1, -6,  0
  6,  0,  0
  5, -1,  0
  4, -2,  0
  3, -3,  0
  2, -4,  0
  2, -5,  0
  1, -5,  0
  0, -6,  0
 19, -2,  0
  0, -5,  0
 19, -1,  0
 15, -9,  0
  6,  1,  0
  0, -4,  0
 19,  0,  0
 15, -8,  0
  6,  2,  0
  0, -3,  0
  6,  3,  0
  0, -2,  0
 16, -6,  0
 19,  1,  0
  6,  4,  0
  0, -1,  0
 20,  1,  0
 16, -5,  0
  7,  4,  0
 20,  2,  0
  7,  5,  0
  0,  0,  0
 16, -4,  0
 20,  3,  0
 16, -3,  0
  7,  6,  0
  0,  1,  0
 20,  4,  0
  7,  7,  0
 17, -1,  0
  0,  2,  0
 20,  5,  0
  7,  8,  0
  0,  3,  0
 21,  6,  0
 17,  0,  0
  7,  9,  0
  0,  4,  0
 21,  7,  0
 17,  1,  0
  0,  5,  0
 21,  8,  0
 18,  1,  0
  7, 10,  0
 18,  2,  0
  0,  6,  0
 21,  9,  0
 20,  7,  0
 20,  6,  0
 19,  6,  0
 19,  5,  0
 19,  4,  0
 18,  4,  0
 18,  3,  0
 17,  3,  0
 20,  9,  0
 16,  3,  0
 19,  9,  0
 15,  3,  0
 14,  4,  0
 18,  9,  0
 17,  9,  0
 13,  4,  0
 17, 10,  0
 12,  4,  0
 16, 10,  0
 11,  4,  0
 15, 10,  0
 10,  5,  0
 14, 10,  0
  9,  5,  0
 13, 10,  0
  8,  5,  0
 12, 10,  0
  6,  5,  0
 11, 10,  0
  5,  6,  0
 10, 11,  0
  4,  6,  0
  9, 11,  0
  3,  6,  0
  2,  6,  0
  8, 11,  0
  1,  7,  0
  7, 11,  0
  6, 11,  0
  6, 10,  0
  5, 10,  0
  5,  9,  0
  4,  9,  0
  3,  9,  0
  3,  8,  0
  2,  8,  0
  2,  7,  0
  8,-26,  0
  8,-27,  0
  7,-28,  0
  7,-29,  0
  6,-30,  0
  6,-31,  0
  5,-32,  0
  5,-33,  0
  4,-34,  0
  4,-36,  0
  3,-37,  0
  3,-38,  0
  2,-39,  0
  2,-40,  0
  1,-42,  0
  1,-43,  0
  0,-45,  0
  0,-46,  0
  0,-48,  0
 -1,-49,  0
 -2,-51,  0
 -3,-53,  0
 -4,-55,  0
  7,-25,  0
 -5,-53,  0
  6,-25,  0
 -6,-52,  0
  5,-25,  0
 -7,-51,  0
  5,-24,  0
 -8,-50,  0
  4,-24,  0
 -9,-49,  0
  3,-23,  0
-11,-49,  0
  2,-23,  0
-12,-48,  0
  1,-22,  0
-13,-47,  0
  0,-22,  0
-14,-46,  0
-15,-45,  0
  0,-21,  0
-16,-44,  0
 -1,-21,  0
-16,-43,  0
 -2,-20,  0
-17,-42,  0
-18,-42,  0
 -3,-20,  0
-19,-41,  0
