X,Y,Z
 39,-103,284
 41,-101,280
 43,-100,277
 45,-98,274
 47,-96,271
 49,-95,268
 50,-93,265
 52,-91,262
 54,-90,259
 56,-88,256
 58,-86,252
 60,-85,249
 62,-83,246
 64,-81,243
 65,-80,240
 67,-78,237
 69,-76,234
 71,-75,231
 73,-73,227
 75,-71,224
 77,-70,221
 79,-68,218
 81,-66,215
 82,-65,212
 36,-102,282
 79,-64,210
 32,-101,280
 75,-63,209
 29,-100,279
 72,-62,207
 25,-99,277
 68,-61,205
 22,-98,275
 65,-60,204
 18,-98,274
 61,-59,202
 14,-97,272
 58,-59,200
 11,-96,270
 54,-58,199
  7,-95,269
 51,-57,197
  4,-94,267
 47,-56,195
  0,-93,265
 44,-55,194
 -2,-92,264
 40,-54,192
 -6,-91,262
 36,-53,190
 -9,-90,260
 33,-52,189
-13,-90,259
 29,-51,187
-16,-89,257
 26,-51,185
-20,-88,255
 22,-50,184
-23,-87,254
 19,-49,182
-27,-86,252
 15,-48,180
-30,-85,250
 12,-47,179
-34,-84,249
  8,-46,177
-38,-83,247
  5,-45,175
-41,-83,245
-39,-81,242
-37,-79,239
-35,-78,236
-34,-76,233
-32,-74,230
-30,-73,227
-28,-71,224
-26,-69,221
-24,-68,217
-22,-66,214
-20,-64,211
-19,-63,208
-17,-61,205
-15,-59,202
-13,-58,199
-11,-56,196
 -9,-54,192
 -7,-53,189
 -5,-51,186
 -3,-49,183
 -2,-48,180
  0,-46,177
  1,-44,174
 39,-99,285
 82,-61,214
-41,-79,247
  1,-41,176
 39,-96,287
 82,-58,216
-41,-75,249
  1,-37,177
 39,-92,289
 82,-54,218
-41,-72,251
  1,-34,179
 39,-89,291
 82,-51,219
-41,-68,253
  1,-30,181
 39,-85,293
 82,-47,221
-41,-65,255
  1,-27,183
 39,-82,295
 82,-44,223
-41,-61,257
  1,-23,185
 39,-78,297
 82,-40,225
-41,-58,259
  1,-20,187
 39,-75,299
 82,-36,227
-41,-54,260
  1,-16,189
 39,-71,301
 82,-33,229
-41,-51,262
  1,-13,191
 39,-68,302
 82,-29,231
-41,-47,264
  1, -9,193
 39,-64,304
 82,-26,233
-41,-44,266
  1, -6,194
 39,-60,306
 82,-22,234
-41,-40,268
  1, -2,196
 39,-57,308
 82,-19,236
-41,-37,270
  1,  0,198
 39,-53,310
 82,-15,238
-41,-33,272
  1,  4,200
 39,-50,312
 82,-12,240
-41,-30,274
  1,  8,202
 39,-46,314
 82, -8,242
-41,-26,276
  1, 11,204
 39,-43,316
 82, -5,244
-41,-23,277
  1, 15,206
 39,-39,317
 82, -1,246
-41,-19,279
  1, 18,208
 39,-36,319
 82,  1,248
-41,-15,281
  1, 22,209
 39,-32,321
 82,  5,249
-41,-12,283
  1, 25,211
 39,-29,323
 82,  8,251
-41, -8,285
  1, 29,213
 39,-25,325
 82, 12,253
-41, -5,287
  1, 32,215
 39,-22,327
 41,-20,324
 43,-18,321
 45,-17,317
 47,-15,314
 49,-13,311
 50,-12,308
 52,-10,305
 54, -8,302
 56, -7,299
 58, -5,296
 60, -3,292
 62, -2,289
 64,  0,286
 65,  1,283
 67,  2,280
 69,  4,277
 71,  6,274
 73,  7,271
 75,  9,268
 77, 11,264
 79, 12,261
 81, 14,258
 82, 16,255
 36,-21,325
 79, 16,253
 32,-20,323
 75, 17,252
 29,-19,322
 72, 18,250
 25,-18,320
 68, 19,248
 22,-17,319
 65, 20,247
 18,-16,317
 61, 21,245
 14,-15,315
 58, 22,243
 11,-15,314
 54, 23,242
  7,-14,312
 51, 23,240
  4,-13,310
 47, 24,238
  0,-12,309
 44, 25,237
 -2,-11,307
 40, 26,235
 -6,-10,305
 36, 27,234
 -9, -9,304
 33, 28,232
-13, -8,302
 29, 29,230
-16, -7,300
 26, 30,229
