X,Y,Z
  2,-21, 47
  3,-21, 47
  4,-20, 48
  5,-20, 48
  5,-19, 48
  6,-19, 49
  7,-18, 49
  8,-18, 50
  8,-17, 50
  9,-17, 51
 10,-16, 51
 11,-16, 51
 11,-15, 52
 12,-15, 52
 13,-14, 53
 14,-14, 53
 14,-13, 54
 15,-13, 54
 16,-12, 55
 17,-12, 55
 17,-11, 55
 18,-11, 56
 19,-10, 56
 20,-10, 57
 20, -9, 57
 21, -9, 58
 22, -8, 58
 23, -8, 58
 23, -7, 59
 24, -7, 59
 25, -6, 60
 26, -6, 60
  2,-20, 46
 25, -5, 60
  2,-20, 46
 25, -4, 60
  1,-19, 46
 24, -3, 59
  1,-18, 46
 24, -2, 59
  0,-17, 45
 24, -2, 59
  0,-16, 45
 23, -1, 59
  0,-15, 45
 23,  0, 58
  0,-14, 45
 22,  0, 58
  0,-14, 44
 22,  1, 58
 -1,-13, 44
 21,  2, 58
 -1,-12, 44
 21,  3, 57
 -2,-11, 44
 20,  4, 57
 -2,-10, 43
 20,  4, 57
 -3, -9, 43
 20,  5, 57
 -3, -8, 43
 19,  6, 56
 -4, -7, 43
 19,  7, 56
 -4, -7, 42
 18,  8, 56
 -4, -6, 42
 18,  9, 56
 -5, -5, 42
 17, 10, 55
 -5, -4, 42
 17, 10, 55
 -6, -3, 41
 17, 11, 55
 -6, -2, 41
 16, 12, 55
 -7, -1, 41
 16, 13, 54
 -7, -1, 41
 15, 14, 54
 -7,  0, 40
 15, 15, 54
 -8,  0, 40
 14, 16, 54
 -8,  1, 40
 14, 17, 53
 -9,  2, 40
 14, 17, 53
 -9,  3, 39
 13, 18, 53
-10,  4, 39
 13, 19, 53
-10,  4, 39
 -9,  5, 39
 -8,  5, 40
 -8,  6, 40
 -7,  6, 41
 -6,  7, 41
 -5,  7, 42
 -5,  8, 42
 -4,  8, 42
 -3,  9, 43
 -2,  9, 43
 -2, 10, 44
 -1, 10, 44
  0, 11, 45
  0, 11, 45
  0, 12, 45
  1, 12, 46
  2, 13, 46
  3, 13, 47
  3, 14, 47
  4, 14, 48
  5, 15, 48
  6, 15, 48
  6, 16, 49
  7, 16, 49
  8, 17, 50
  9, 17, 50
  9, 18, 51
 10, 18, 51
 11, 19, 52
 12, 19, 52
 12, 20, 52
  2,-21, 48
 25, -6, 61
-10,  4, 40
 12, 20, 53
  1,-21, 48
 25, -6, 62
-11,  4, 41
 11, 20, 54
  1,-21, 49
 24, -6, 63
-11,  4, 42
 11, 20, 55
  0,-21, 50
 24, -6, 64
-12,  4, 42
 10, 20, 56
  0,-21, 51
 23, -6, 64
-12,  4, 43
 10, 20, 57
  0,-21, 52
 23, -6, 65
-13,  4, 44
  9, 20, 58
  0,-21, 53
 22, -6, 66
-13,  4, 45
  9, 20, 58
 -1,-21, 54
 22, -6, 67
-14,  4, 46
  8, 20, 59
 -1,-21, 55
 21, -6, 68
-14,  4, 47
  8, 20, 60
 -2,-21, 55
 21, -6, 69
-15,  4, 48
  7, 20, 61
 -2,-21, 56
 20, -6, 70
-15,  4, 48
  7, 20, 62
 -3,-21, 57
 20, -6, 71
-16,  4, 49
  6, 20, 63
 -3,-21, 58
 19, -6, 71
-16,  4, 50
  6, 20, 64
 -4,-21, 59
 19, -6, 72
-17,  4, 51
  5, 20, 65
 -4,-21, 60
 18, -6, 73
-17,  4, 52
  5, 20, 65
 -5,-21, 61
 18, -6, 74
-18,  4, 53
  4, 20, 66
 -5,-21, 61
 17, -6, 75
-18,  4, 54
  4, 20, 67
 -6,-21, 62
 17, -6, 76
-19,  4, 55
  3, 20, 68
 -6,-21, 63
 16, -6, 77
-19,  4, 55
  3, 20, 69
 -7,-21, 64
 16, -6, 77
-20,  4, 56
  2, 20, 70
 -7,-21, 65
 15, -6, 78
-20,  4, 57
  2, 20, 71
 -8,-21, 66
 15, -6, 79
-21,  4, 58
  1, 20, 71
 -8,-21, 67
 14, -6, 80
-21,  4, 59
  1, 20, 72
 -9,-21, 68
 14, -6, 81
