X,Y,Z
 30,-69,314
 32,-66,312
 33,-62,311
 35,-59,309
 36,-56,307
 38,-52,306
 39,-49,304
 41,-46,302
 43,-43,301
 44,-39,299
 46,-36,297
 47,-33,296
 49,-30,294
 50,-26,292
 52,-23,291
 54,-20,289
 55,-16,287
 57,-13,286
 58,-10,284
 60, -7,282
 61, -3,281
 63,  0,279
 65,  2,277
 66,  5,275
 29,-70,310
 65,  4,272
 28,-72,307
 64,  3,268
 27,-73,303
 63,  1,265
 26,-74,300
 62,  0,261
 25,-75,296
 61,  0,257
 23,-77,292
 60, -1,254
 22,-78,289
 59, -3,250
 21,-79,285
 57, -4,247
 20,-81,281
 56, -5,243
 19,-82,278
 55, -7,239
 18,-83,274
 54, -8,236
 17,-85,271
 53, -9,232
 16,-86,267
 52,-11,229
 15,-87,263
 51,-12,225
 14,-89,260
 50,-13,221
 13,-90,256
 49,-15,218
 11,-91,253
 48,-16,214
 10,-93,249
 47,-17,210
  9,-94,245
 46,-19,207
  8,-95,242
 44,-20,203
  7,-97,238
 43,-21,200
  6,-98,234
 42,-23,196
  5,-99,231
  7,-96,229
  8,-93,227
 10,-89,226
 11,-86,224
 13,-83,222
 14,-80,221
 16,-76,219
 18,-73,217
 19,-70,216
 21,-67,214
 22,-63,212
 24,-60,211
 25,-57,209
 27,-53,207
 29,-50,206
 30,-47,204
 32,-44,202
 33,-40,201
 35,-37,199
 36,-34,197
 38,-31,196
 40,-27,194
 41,-24,192
 26,-67,314
 63,  7,276
  1,-97,231
 38,-22,193
 23,-65,315
 59,  9,276
 -1,-96,232
 34,-20,193
 19,-63,315
 56, 11,277
 -5,-94,232
 31,-18,193
 16,-61,315
 52, 13,277
 -8,-92,232
 27,-16,194
 12,-59,316
 49, 15,277
-12,-90,233
 24,-15,194
  9,-58,316
 45, 17,278
-15,-88,233
 20,-13,195
  5,-56,317
 42, 19,278
-19,-86,233
 17,-11,195
  2,-54,317
 38, 20,278
-22,-84,234
 13, -9,195
 -1,-52,317
 35, 22,279
-26,-82,234
 10, -7,196
 -4,-50,318
 31, 24,279
-29,-81,235
  6, -5,196
 -8,-48,318
 28, 26,280
-33,-79,235
  3, -3,196
-11,-46,318
 24, 28,280
-36,-77,235
  0, -1,197
-15,-44,319
 21, 30,280
-40,-75,236
 -4,  0,197
-18,-43,319
 17, 32,281
-43,-73,236
 -7,  1,198
-22,-41,319
 13, 34,281
-47,-71,236
-11,  3,198
-25,-39,320
 10, 35,281
-50,-69,237
-14,  5,198
-29,-37,320
  6, 37,282
-54,-67,237
-18,  7,199
-32,-35,321
  3, 39,282
-57,-66,237
-21,  9,199
-36,-33,321
  0, 41,283
-61,-64,238
-25, 11,199
-39,-31,321
 -3, 43,283
-64,-62,238
-28, 13,200
-43,-29,322
 -7, 45,283
-68,-60,239
-32, 14,200
-46,-28,322
-10, 47,284
-71,-58,239
-35, 16,200
-50,-26,322
-48,-22,321
-47,-19,319
-45,-16,317
-44,-13,316
-42, -9,314
-40, -6,312
-39, -3,311
-37,  0,309
-36,  3,307
-34,  6,306
-33,  9,304
-31, 13,302
-29, 16,301
-28, 19,299
-26, 22,297
-25, 26,296
-23, 29,294
-21, 32,292
-20, 36,291
-18, 39,289
-17, 42,287
-15, 45,286
-14, 49,284
-51,-27,319
-15, 47,280
-52,-28,315
-16, 46,277
-53,-30,312
-17, 45,273
-54,-31,308
-18, 43,270
-55,-32,304
-19, 42,266
-56,-34,301
-20, 41,262
-57,-35,297
-21, 39,259
-59,-36,294
-22, 38,255
-60,-38,290
-23, 37,251
-61,-39,286
-24, 35,248
-62,-40,283
-26, 34,244
-63,-42,279
-27, 33,241
-64,-43,275
-28, 31,237
-65,-44,272
-29, 30,233
-66,-46,268
-30, 29,230
-67,-47,265
-31, 27,226
-68,-48,261
-32, 26,223
-69,-49,257
-33, 25,219
-70,-51,254
-34, 23,215
-72,-52,250
-35, 22,212
-73,-53,247
-36, 21,208
-74,-55,243
-38, 20,204
-75,-56,239
-73,-53,238
-72,-50,236
-70,-46,234
-69,-43,233
-67,-40,231
-65,-36,229
-64,-33,228
-62,-30,226
-61,-27,224
-59,-23,223
-58,-20,221
-56,-17,219
-54,-14,218
-53,-10,216
-51, -7,214
-50, -4,213
-48,  0,211
-46,  2,209
-45,  5,208
-43,  8,206
-42, 12,204
-40, 15,203
-39, 18,201
106, 87,234
107, 91,232
109, 94,230
110, 97,229
112,100,227
113,104,225
115,107,224
117,110,222
118,114,220
120,117,219
121,120,217
123,123,215
124,127,214
126,130,212
128,133,210
129,136,209
131,140,207
132,143,205
134,146,204
135,150,202
137,153,200
139,156,199
140,159,197
142,163,195
104, 86,230
141,161,192
103, 85,226
140,160,188
102, 83,223
139,159,184
101, 82,219
137,157,181
100, 81,216
136,156,177
 99, 79,212
135,155,174
 98, 78,208
134,153,170
 97, 77,205
133,152,166
 96, 75,201
132,151,163
 95, 74,198
131,149,159
 94, 73,194
130,148,155
 92, 71,190
129,147,152
 91, 70,187
128,145,148
 90, 69,183
127,144,145
 89, 67,179
125,143,141
 88, 66,176
124,141,137
 87, 65,172
123,140,134
 86, 63,169
122,139,130
 85, 62,165
121,137,127
 84, 61,161
120,136,123
 83, 60,158
119,135,119
 82, 58,154
118,134,116
 81, 57,151
 82, 60,149
 84, 63,147
 85, 67,146
 87, 70,144
 88, 73,142
 90, 77,141
 92, 80,139
 93, 83,137
 95, 86,136
 96, 90,134
 98, 93,132
 99, 96,130
101, 99,129
103,103,127
104,106,125
106,109,124
107,113,122
109,116,120
110,119,119
112,122,117
114,126,115
115,129,114
117,132,112
102, 89,234
138,165,196
 77, 59,151
113,134,112
 99, 91,234
135,166,196
 74, 61,151
110,136,113
 95, 93,235
131,168,196
 70, 63,152
106,138,113
 91, 95,235
128,170,197
 66, 64,152
103,140,114
 88, 97,236
124,172,197
 63, 66,152
 99,142,114
 84, 99,236
121,174,197
 59, 68,153
 96,143,114
 81,100,236
117,176,198
 56, 70,153
 92,145,115
 77,102,237
114,178,198
 52, 72,154
 89,147,115
 74,104,237
110,180,199
 49, 74,154
 85,149,115
 70,106,237
107,181,199
 45, 76,154
 82,151,116
 67,108,238
103,183,199
 42, 78,155
 78,153,116
 63,110,238
100,185,200
 38, 79,155
 75,155,117
 60,112,238
 96,187,200
 35, 81,155
 71,157,117
 56,114,239
 93,189,200
 31, 83,156
 68,158,117
 53,115,239
 89,191,201
 28, 85,156
 64,160,118
 49,117,240
 86,193,201
 24, 87,156
 61,162,118
 46,119,240
 82,195,202
 21, 89,157
 57,164,118
 42,121,240
 79,196,202
 17, 91,157
 54,166,119
 39,123,241
 75,198,202
 14, 93,158
 50,168,119
 35,125,241
 72,200,203
 10, 94,158
 47,170,119
 32,127,241
 68,202,203
  7, 96,158
 43,172,120
 28,129,242
 64,204,203
  3, 98,159
 39,174,120
 25,131,242
 26,134,241
 28,137,239
 29,140,237
 31,144,235
 33,147,234
 34,150,232
 36,153,230
 37,157,229
 39,160,227
 41,163,225
 42,167,224
 44,170,222
 45,173,220
 47,176,219
 48,180,217
 50,183,215
 52,186,214
 53,189,212
 55,193,210
 56,196,209
 58,199,207
 59,203,205
 61,206,204
 24,129,239
 60,204,200
 23,128,235
 59,203,196
 21,127,231
 58,202,193
 20,125,228
 57,201,189
 19,124,224
